@relation allSongsAllFieldsRankClassWithDatePOS

@attribute IS_EXPLICIT {TRUE, FALSE}
@attribute WEEK date "yyyy-MM-dd"
@attribute NUM_WORDS real
@attribute NUM_UNIQUE_WORDS real
@attribute MAX_WORD_LENGTH real
@attribute AVG_WORD_LENGTH real
@attribute VERBS_FRQ real
@attribute CONJUNCTIONS_FRQ real
@attribute ADJECTIVES_FRQ real
@attribute PRONOUNS_FRQ real
@attribute NUMBERS_FRQ real
@attribute NOUNS_FRQ real
@attribute TOS_FRQ real
@attribute PREPOSITIONS_FRQ real
@attribute ADVERBS_FRQ real
@attribute INTERJECTIONS_FRQ real
@attribute OTHERS_FRQ real
@attribute FOREIGNS_FRQ real
@attribute INTERROGATIVES_FRQ real
@attribute SONG_RANK_CLASS {1-10, 11-20, 21-30, 31-40, 41-50}

@data
FALSE,"1988-02-06",194,95,13,4,19.072165 real, 2.5773196 real, 7.216495 real, 8.247422 real, 0.0 real, 28.86598 real, 1.5463917 real, 17.525774 real, 2.0618556 real, 0.0 real, 12.371134 real, 0.0 real, 0.5154639 real, 1-10
TRUE,"2000-01-01",465,100,13,3,21.935484 real, 4.516129 real, 0.86021507 real, 26.88172 real, 0.43010753 real, 12.258064 real, 2.795699 real, 10.107527 real, 4.9462366 real, 0.21505377 real, 13.978495 real, 0.0 real, 1.0752689 real, 11-20
FALSE,"1981-01-31",220,79,11,3,30.0 real, 4.090909 real, 1.3636364 real, 32.272728 real, 0.0 real, 5.909091 real, 3.1818182 real, 6.3636365 real, 6.3636365 real, 0.0 real, 8.181818 real, 0.0 real, 2.2727273 real, 31-40
FALSE,"2009-07-25",317,93,11,4,20.189274 real, 2.5236592 real, 7.8864355 real, 17.0347 real, 3.7854888 real, 15.772871 real, 0.0 real, 5.0473185 real, 10.094637 real, 0.0 real, 15.772871 real, 0.0 real, 1.8927444 real, 1-10
FALSE,"1999-12-18",300,138,10,3,19.666666 real, 3.6666667 real, 5.3333335 real, 15.666667 real, 0.6666667 real, 13.0 real, 5.0 real, 13.0 real, 7.6666665 real, 1.0 real, 13.666667 real, 0.0 real, 1.6666666 real, 21-30
FALSE,"2000-12-30",426,207,14,3,16.431925 real, 3.286385 real, 5.8685446 real, 17.605635 real, 1.4084507 real, 22.769953 real, 1.8779342 real, 10.56338 real, 6.338028 real, 0.23474178 real, 11.502347 real, 0.0 real, 2.1126761 real, 1-10
TRUE,"2000-05-06",511,129,11,3,29.158512 real, 2.5440314 real, 1.1741683 real, 26.614481 real, 0.0 real, 12.524462 real, 1.5655577 real, 7.632094 real, 8.023483 real, 1.1741683 real, 6.262231 real, 0.0 real, 3.3268101 real, 1-10
TRUE,"1986-02-22",260,109,13,3,20.384615 real, 2.6923077 real, 5.0 real, 21.153847 real, 0.0 real, 13.461538 real, 1.5384616 real, 12.692307 real, 13.461538 real, 0.0 real, 9.615385 real, 0.0 real, 0.0 real, 21-30
FALSE,"1981-10-24",283,111,9,3,16.254417 real, 7.4204946 real, 3.8869257 real, 15.194346 real, 0.0 real, 19.081272 real, 1.7667844 real, 13.427562 real, 5.3003535 real, 0.0 real, 16.96113 real, 0.0 real, 0.7067138 real, 21-30
FALSE,"1995-08-26",412,129,10,3,20.145632 real, 3.883495 real, 3.1553397 real, 21.84466 real, 0.7281553 real, 17.23301 real, 1.4563106 real, 8.7378645 real, 8.252427 real, 0.0 real, 13.592233 real, 0.0 real, 0.9708738 real, 1-10
FALSE,"1980-10-25",221,99,10,3,17.19457 real, 3.6199095 real, 12.669683 real, 14.027149 real, 0.0 real, 14.027149 real, 3.1674209 real, 5.4298644 real, 18.099548 real, 1.8099548 real, 7.6923075 real, 0.0 real, 2.2624435 real, 1-10
FALSE,"1980-01-05",281,115,10,4,19.572954 real, 4.2704625 real, 6.049822 real, 16.014235 real, 0.0 real, 23.843416 real, 2.4911032 real, 7.117438 real, 9.608541 real, 0.0 real, 8.185054 real, 0.0 real, 2.846975 real, 11-20
FALSE,"1997-03-15",526,225,10,4,21.863117 real, 1.3307985 real, 3.8022814 real, 18.631178 real, 0.0 real, 25.285172 real, 1.3307985 real, 11.977186 real, 5.513308 real, 0.95057034 real, 8.365019 real, 0.0 real, 0.95057034 real, 31-40
FALSE,"1985-11-09",191,109,11,4,15.183246 real, 5.235602 real, 3.1413612 real, 13.089005 real, 2.094241 real, 30.366491 real, 1.5706806 real, 11.518325 real, 6.2827225 real, 0.0 real, 10.471204 real, 0.0 real, 1.0471205 real, 1-10
FALSE,"1984-05-19",254,101,11,4,19.291338 real, 1.1811024 real, 4.7244096 real, 9.448819 real, 0.78740156 real, 26.377953 real, 2.7559056 real, 15.354331 real, 7.4803147 real, 0.0 real, 9.84252 real, 0.0 real, 2.7559056 real, 11-20
FALSE,"1987-06-20",385,101,9,3,25.454546 real, 0.5194805 real, 3.116883 real, 23.896105 real, 0.0 real, 21.558441 real, 7.5324674 real, 8.571428 real, 4.6753244 real, 0.0 real, 3.6363637 real, 0.0 real, 1.038961 real, 1-10
FALSE,"1980-05-17",183,84,9,4,18.032787 real, 0.5464481 real, 3.8251367 real, 11.4754095 real, 0.5464481 real, 27.322405 real, 2.7322404 real, 14.20765 real, 2.1857924 real, 0.0 real, 17.48634 real, 0.0 real, 1.6393442 real, 31-40
FALSE,"1989-08-19",166,71,10,4,26.506023 real, 1.2048193 real, 1.8072289 real, 15.060241 real, 0.0 real, 18.674698 real, 3.0120482 real, 12.650602 real, 7.8313255 real, 0.0 real, 11.445783 real, 0.0 real, 1.8072289 real, 11-20
TRUE,"2014-05-31",911,364,13,3,20.526894 real, 4.720088 real, 5.4884744 real, 16.904501 real, 0.32930845 real, 17.892426 real, 2.963776 real, 10.757409 real, 8.122942 real, 0.21953897 real, 10.428101 real, 0.0 real, 1.6465423 real, 41-50
TRUE,"2011-08-27",561,212,15,4,25.490196 real, 3.2085562 real, 2.8520498 real, 22.103386 real, 0.17825311 real, 13.725491 real, 1.4260249 real, 12.121212 real, 8.377896 real, 0.0 real, 8.734403 real, 0.0 real, 1.7825311 real, 11-20
FALSE,"2004-10-02",608,156,10,3,26.31579 real, 0.16447368 real, 1.4802631 real, 12.5 real, 0.0 real, 27.138159 real, 2.4671052 real, 7.4013157 real, 3.9473684 real, 0.16447368 real, 15.625 real, 0.0 real, 2.7960527 real, 11-20
TRUE,"2003-11-15",359,85,13,4,23.67688 real, 1.6713092 real, 5.0139275 real, 20.05571 real, 0.0 real, 13.649025 real, 3.3426185 real, 8.913649 real, 13.091922 real, 0.0 real, 8.6350975 real, 0.0 real, 1.9498607 real, 11-20
FALSE,"1993-03-20",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 21-30
FALSE,"1989-10-28",347,96,9,3,18.731989 real, 2.8818443 real, 2.5936599 real, 14.409222 real, 0.0 real, 23.34294 real, 1.4409221 real, 10.662825 real, 9.221902 real, 0.0 real, 14.409222 real, 0.0 real, 2.3054755 real, 11-20
TRUE,"2005-12-17",368,163,11,4,20.923914 real, 7.880435 real, 5.1630435 real, 14.130435 real, 0.27173913 real, 23.641304 real, 1.3586956 real, 8.152174 real, 8.423913 real, 0.0 real, 9.782609 real, 0.0 real, 0.27173913 real, 21-30
FALSE,"2001-05-12",641,178,9,3,28.549143 real, 2.4961 real, 1.7160686 real, 21.840874 real, 0.0 real, 10.920437 real, 5.928237 real, 9.828393 real, 7.176287 real, 0.0 real, 8.892356 real, 0.0 real, 2.652106 real, 11-20
FALSE,"1983-11-26",167,63,9,4,19.760479 real, 7.784431 real, 6.5868263 real, 18.562874 real, 1.1976048 real, 25.1497 real, 0.0 real, 4.1916165 real, 4.1916165 real, 0.0 real, 10.778443 real, 0.0 real, 2.3952096 real, 1-10
FALSE,"1987-08-08",740,182,11,3,20.27027 real, 5.5405407 real, 8.243243 real, 10.945946 real, 0.0 real, 23.918919 real, 3.6486487 real, 11.216216 real, 4.4594593 real, 0.27027026 real, 11.081081 real, 0.0 real, 0.4054054 real, 1-10
FALSE,"2013-04-27",359,136,10,3,22.841227 real, 3.6211698 real, 3.064067 real, 19.220057 real, 0.0 real, 20.891365 real, 1.3927577 real, 11.142061 real, 8.6350975 real, 0.27855152 real, 7.799443 real, 0.0 real, 1.1142061 real, 1-10
FALSE,"1982-11-06",187,62,8,4,14.438502 real, 1.6042781 real, 2.1390374 real, 16.04278 real, 0.0 real, 33.68984 real, 2.1390374 real, 10.160428 real, 3.2085562 real, 0.0 real, 14.438502 real, 0.0 real, 2.1390374 real, 1-10
TRUE,"2012-09-15",365,110,24,4,19.178082 real, 3.0136986 real, 8.767123 real, 12.876713 real, 0.2739726 real, 19.452055 real, 0.82191783 real, 10.136987 real, 10.958904 real, 0.0 real, 13.424658 real, 0.0 real, 1.0958904 real, 31-40
FALSE,"1980-05-24",151,72,11,4,18.543047 real, 7.94702 real, 8.609271 real, 1.986755 real, 0.0 real, 26.490067 real, 1.986755 real, 13.245033 real, 8.609271 real, 0.0 real, 11.920529 real, 0.0 real, 0.66225165 real, 21-30
FALSE,"1990-11-10",240,112,9,4,19.583334 real, 1.6666666 real, 7.5 real, 6.6666665 real, 0.41666666 real, 25.833334 real, 0.8333333 real, 15.833333 real, 3.75 real, 0.41666666 real, 15.416667 real, 0.0 real, 2.0833333 real, 31-40
FALSE,"1981-12-12",244,59,10,3,26.229507 real, 2.4590163 real, 6.557377 real, 19.67213 real, 3.2786884 real, 13.114754 real, 3.6885245 real, 8.606558 real, 7.7868853 real, 0.0 real, 7.377049 real, 0.0 real, 1.2295082 real, 21-30
FALSE,"2011-04-23",224,108,10,3,23.660715 real, 4.017857 real, 5.357143 real, 19.642857 real, 0.89285713 real, 17.410715 real, 2.232143 real, 7.589286 real, 5.803571 real, 0.89285713 real, 11.160714 real, 0.0 real, 1.3392857 real, 41-50
FALSE,"1988-06-18",181,76,12,4,20.44199 real, 2.762431 real, 2.762431 real, 10.497237 real, 0.5524862 real, 25.414364 real, 0.0 real, 9.392265 real, 7.7348065 real, 0.5524862 real, 13.259668 real, 0.0 real, 6.629834 real, 31-40
FALSE,"1990-04-14",327,125,12,4,20.489296 real, 3.6697247 real, 3.3639145 real, 9.480123 real, 0.3058104 real, 27.522936 real, 0.9174312 real, 14.373089 real, 8.562691 real, 0.0 real, 11.009174 real, 0.0 real, 0.3058104 real, 11-20
FALSE,"1990-09-29",356,97,10,3,23.033709 real, 0.28089887 real, 1.6853932 real, 21.629213 real, 0.0 real, 16.573034 real, 3.0898876 real, 7.022472 real, 7.8651686 real, 0.0 real, 14.88764 real, 0.0 real, 3.9325843 real, 11-20
FALSE,"1983-01-29",216,83,9,3,12.962963 real, 0.9259259 real, 5.0925927 real, 7.8703704 real, 2.7777777 real, 28.703703 real, 0.46296296 real, 18.055555 real, 1.8518518 real, 0.0 real, 18.518518 real, 0.0 real, 2.7777777 real, 21-30
FALSE,"1983-01-29",347,109,10,4,23.054754 real, 1.1527377 real, 4.610951 real, 9.798271 real, 0.28818443 real, 19.884726 real, 4.322767 real, 10.3746395 real, 12.391931 real, 0.57636887 real, 10.662825 real, 0.0 real, 2.8818443 real, 11-20
FALSE,"1980-01-05",295,99,11,4,23.728813 real, 1.0169492 real, 3.0508475 real, 7.4576273 real, 0.0 real, 27.79661 real, 2.7118645 real, 5.084746 real, 8.135593 real, 0.0 real, 21.016949 real, 0.0 real, 0.0 real, 31-40
FALSE,"1986-10-18",192,83,12,4,20.833334 real, 0.5208333 real, 4.6875 real, 15.104167 real, 0.0 real, 18.75 real, 2.6041667 real, 13.541667 real, 7.8125 real, 0.0 real, 13.020833 real, 1.0416666 real, 2.0833333 real, 1-10
FALSE,"1990-04-28",300,111,10,3,18.0 real, 1.6666666 real, 8.666667 real, 21.333334 real, 1.0 real, 18.333334 real, 2.0 real, 7.6666665 real, 10.333333 real, 2.3333333 real, 7.6666665 real, 0.0 real, 1.0 real, 11-20
FALSE,"2012-02-25",208,94,9,3,22.596153 real, 3.3653846 real, 4.8076925 real, 14.903846 real, 0.0 real, 17.307692 real, 1.4423077 real, 11.538462 real, 5.769231 real, 2.4038463 real, 15.865385 real, 0.0 real, 0.0 real, 41-50
TRUE,"2015-03-21",243,105,12,3,17.28395 real, 4.526749 real, 4.1152263 real, 15.63786 real, 0.82304525 real, 19.753086 real, 1.6460905 real, 12.345679 real, 11.522634 real, 0.0 real, 10.699589 real, 0.0 real, 1.6460905 real, 21-30
FALSE,"1987-05-23",286,53,10,4,15.384615 real, 9.79021 real, 1.7482518 real, 8.391608 real, 0.0 real, 25.174826 real, 0.0 real, 15.384615 real, 8.391608 real, 0.0 real, 15.734265 real, 0.0 real, 0.0 real, 21-30
FALSE,"1981-02-14",306,132,11,4,22.222221 real, 0.98039216 real, 3.5947711 real, 11.764706 real, 1.633987 real, 31.045752 real, 3.267974 real, 6.8627453 real, 6.2091503 real, 0.0 real, 11.437908 real, 0.0 real, 0.98039216 real, 21-30
FALSE,"1999-06-26",506,99,10,3,26.87747 real, 1.3833992 real, 0.7905138 real, 22.134388 real, 0.19762845 real, 14.624506 real, 5.3359685 real, 6.126482 real, 5.3359685 real, 0.0 real, 11.857708 real, 0.0 real, 5.3359685 real, 31-40
FALSE,"1999-03-20",506,99,10,3,26.87747 real, 1.3833992 real, 0.7905138 real, 22.134388 real, 0.19762845 real, 14.624506 real, 5.3359685 real, 6.126482 real, 5.3359685 real, 0.0 real, 11.857708 real, 0.0 real, 5.3359685 real, 1-10
FALSE,"1991-04-27",231,83,9,3,16.450216 real, 2.5974026 real, 7.7922077 real, 14.285714 real, 0.43290043 real, 25.108225 real, 0.43290043 real, 12.121212 real, 6.926407 real, 0.0 real, 13.419913 real, 0.0 real, 0.43290043 real, 41-50
TRUE,"2010-03-27",245,112,14,4,21.22449 real, 1.2244898 real, 7.3469386 real, 14.285714 real, 0.0 real, 23.265306 real, 3.6734693 real, 11.020409 real, 8.163265 real, 0.0 real, 6.5306125 real, 0.0 real, 3.2653062 real, 31-40
FALSE,"1983-01-15",319,113,13,3,27.586206 real, 3.1347961 real, 1.2539185 real, 20.376175 real, 0.0 real, 13.479624 real, 3.4482758 real, 9.404388 real, 5.956113 real, 0.0 real, 10.031348 real, 0.0 real, 5.3291535 real, 1-10
FALSE,"2013-10-26",371,132,13,3,24.797844 real, 3.504043 real, 2.425876 real, 20.754717 real, 0.0 real, 17.789757 real, 2.1563342 real, 10.781672 real, 6.7385445 real, 2.695418 real, 6.4690027 real, 0.0 real, 1.8867924 real, 11-20
FALSE,"1999-10-09",648,162,14,3,19.444445 real, 3.5493827 real, 2.4691358 real, 20.679012 real, 0.30864197 real, 22.067902 real, 2.7777777 real, 13.888889 real, 5.4012346 real, 0.15432099 real, 7.8703704 real, 0.0 real, 1.3888888 real, 1-10
FALSE,"1980-03-15",213,61,13,4,21.12676 real, 1.4084507 real, 5.633803 real, 14.55399 real, 0.0 real, 26.760563 real, 2.8169014 real, 11.267606 real, 3.7558684 real, 0.0 real, 12.676056 real, 0.0 real, 0.0 real, 21-30
FALSE,"2009-02-21",436,154,10,3,20.183487 real, 2.293578 real, 6.4220185 real, 19.495413 real, 0.2293578 real, 13.53211 real, 1.8348624 real, 8.715596 real, 11.009174 real, 0.2293578 real, 12.155963 real, 0.0 real, 3.8990827 real, 1-10
FALSE,"2009-06-06",471,156,10,3,22.505308 real, 2.9723992 real, 5.0955415 real, 19.10828 real, 0.21231422 real, 12.314225 real, 1.910828 real, 9.3418255 real, 11.464968 real, 0.0 real, 11.464968 real, 0.0 real, 3.6093419 real, 11-20
FALSE,"1982-11-13",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 1-10
FALSE,"1981-08-08",186,82,10,4,25.806452 real, 4.3010755 real, 1.6129032 real, 11.290322 real, 0.53763443 real, 19.892473 real, 1.0752689 real, 3.2258065 real, 11.290322 real, 0.0 real, 17.204302 real, 0.0 real, 3.7634408 real, 1-10
FALSE,"1992-02-08",299,118,12,4,25.083612 real, 2.006689 real, 7.0234113 real, 19.73244 real, 0.0 real, 14.381271 real, 1.0033445 real, 6.354515 real, 14.046823 real, 0.0 real, 9.364549 real, 0.0 real, 1.0033445 real, 21-30
FALSE,"1987-08-08",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 21-30
FALSE,"1981-03-14",97,72,8,4,21.649485 real, 2.0618556 real, 7.216495 real, 10.3092785 real, 1.0309278 real, 26.804123 real, 2.0618556 real, 13.402061 real, 3.0927835 real, 0.0 real, 10.3092785 real, 0.0 real, 2.0618556 real, 11-20
TRUE,"1991-02-16",430,119,10,3,20.465117 real, 1.1627907 real, 2.0930233 real, 18.139534 real, 0.0 real, 21.16279 real, 2.0930233 real, 12.790698 real, 7.6744184 real, 0.6976744 real, 11.627907 real, 0.0 real, 2.0930233 real, 11-20
FALSE,"1982-06-26",220,93,12,3,15.454545 real, 3.6363637 real, 3.1818182 real, 15.0 real, 1.3636364 real, 24.09091 real, 1.8181819 real, 13.636364 real, 3.1818182 real, 0.0 real, 15.909091 real, 0.0 real, 3.1818182 real, 1-10
FALSE,"1987-05-16",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 1-10
FALSE,"1985-06-22",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 1-10
FALSE,"2002-08-10",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 1-10
FALSE,"2004-08-21",201,72,10,3,22.885572 real, 2.9850745 real, 5.4726367 real, 12.437811 real, 0.0 real, 23.880596 real, 1.4925373 real, 6.467662 real, 14.42786 real, 0.0 real, 7.4626865 real, 0.49751243 real, 1.9900497 real, 11-20
FALSE,"1998-01-31",320,117,11,3,21.5625 real, 2.8125 real, 2.8125 real, 22.1875 real, 0.0 real, 19.0625 real, 1.875 real, 9.375 real, 6.5625 real, 4.0625 real, 8.4375 real, 0.0 real, 1.25 real, 21-30
FALSE,"1995-11-04",176,43,8,3,20.454546 real, 0.0 real, 6.818182 real, 15.340909 real, 0.0 real, 13.636364 real, 3.409091 real, 7.3863635 real, 12.5 real, 1.1363636 real, 19.318182 real, 0.0 real, 0.0 real, 41-50
FALSE,"1989-09-23",257,129,11,3,15.953307 real, 3.8910506 real, 7.3929963 real, 11.673152 real, 0.0 real, 17.509727 real, 2.7237353 real, 8.560311 real, 12.451362 real, 2.7237353 real, 14.396887 real, 0.0 real, 2.7237353 real, 1-10
FALSE,"1989-04-29",299,85,10,4,26.421404 real, 0.6688963 real, 5.016722 real, 18.0602 real, 0.0 real, 22.742476 real, 4.347826 real, 8.361204 real, 3.6789298 real, 2.3411372 real, 7.6923075 real, 0.0 real, 0.6688963 real, 1-10
FALSE,"1986-10-11",293,88,10,3,18.430035 real, 2.7303755 real, 2.7303755 real, 20.136518 real, 0.0 real, 20.136518 real, 3.0716724 real, 10.580205 real, 6.143345 real, 1.3651878 real, 12.969283 real, 0.0 real, 1.7064847 real, 11-20
FALSE,"1987-12-05",310,85,10,3,18.064516 real, 2.2580645 real, 7.7419353 real, 9.67742 real, 0.0 real, 28.709677 real, 0.9677419 real, 13.225806 real, 5.483871 real, 0.0 real, 11.290322 real, 0.0 real, 2.580645 real, 1-10
FALSE,"2008-07-26",561,107,10,3,28.163992 real, 1.9607843 real, 3.5650623 real, 17.468805 real, 0.71301246 real, 14.081996 real, 1.2477719 real, 14.081996 real, 3.030303 real, 0.17825311 real, 9.269162 real, 0.0 real, 6.238859 real, 21-30
FALSE,"1984-11-17",251,83,11,3,14.741035 real, 1.9920319 real, 5.577689 real, 17.928288 real, 0.0 real, 33.86454 real, 1.9920319 real, 13.944223 real, 2.3904383 real, 0.0 real, 5.9760957 real, 0.0 real, 1.5936255 real, 41-50
FALSE,"1998-06-13",392,104,9,3,22.959183 real, 3.8265307 real, 2.8061225 real, 18.62245 real, 0.0 real, 16.581633 real, 3.3163266 real, 11.734694 real, 7.397959 real, 0.0 real, 8.928572 real, 0.0 real, 3.8265307 real, 21-30
FALSE,"1981-10-17",199,103,11,4,18.090452 real, 0.5025126 real, 8.040201 real, 15.0753765 real, 0.5025126 real, 21.60804 real, 2.0100503 real, 15.0753765 real, 6.030151 real, 0.5025126 real, 12.060302 real, 0.0 real, 0.5025126 real, 41-50
FALSE,"2005-09-17",245,76,10,4,18.77551 real, 5.3061223 real, 7.755102 real, 13.877551 real, 0.0 real, 15.102041 real, 1.6326531 real, 12.244898 real, 13.877551 real, 0.0 real, 9.795918 real, 0.0 real, 1.6326531 real, 31-40
TRUE,"2010-01-02",823,304,12,3,19.684082 real, 2.9161603 real, 3.037667 real, 14.216282 real, 0.24301337 real, 21.99271 real, 3.1591737 real, 10.449574 real, 8.019441 real, 0.0 real, 14.337789 real, 0.0 real, 1.9441069 real, 21-30
TRUE,"2003-04-26",767,193,10,3,11.994785 real, 3.2594523 real, 4.5632334 real, 7.953064 real, 1.6949153 real, 29.726206 real, 0.1303781 real, 17.73142 real, 6.779661 real, 0.2607562 real, 15.514994 real, 0.0 real, 0.3911343 real, 11-20
TRUE,"2003-12-13",382,150,12,4,16.753927 real, 2.8795812 real, 6.5445027 real, 11.256544 real, 0.2617801 real, 29.581152 real, 2.094241 real, 8.638743 real, 9.424084 real, 0.0 real, 10.209424 real, 0.0 real, 2.356021 real, 41-50
FALSE,"2002-06-29",222,70,11,4,29.27928 real, 1.3513514 real, 2.2522523 real, 13.9639635 real, 0.45045045 real, 14.864865 real, 0.0 real, 14.864865 real, 10.810811 real, 2.2522523 real, 9.459459 real, 0.0 real, 0.45045045 real, 11-20
FALSE,"2015-11-14",390,117,10,4,21.794872 real, 2.8205128 real, 6.1538463 real, 15.128205 real, 1.2820513 real, 12.051282 real, 4.3589745 real, 13.846154 real, 9.230769 real, 1.7948718 real, 8.205129 real, 0.0 real, 3.3333333 real, 1-10
FALSE,"2010-05-01",224,86,9,3,27.232143 real, 6.25 real, 1.7857143 real, 24.553572 real, 0.44642857 real, 14.732142 real, 3.125 real, 6.25 real, 7.142857 real, 0.44642857 real, 4.017857 real, 0.0 real, 4.017857 real, 31-40
FALSE,"1984-05-12",214,81,9,3,28.504673 real, 5.6074767 real, 2.3364487 real, 25.700935 real, 0.46728972 real, 11.682243 real, 3.271028 real, 7.4766355 real, 7.009346 real, 0.0 real, 3.7383177 real, 0.0 real, 4.2056074 real, 1-10
FALSE,"2011-06-18",276,66,9,3,17.753624 real, 3.2608695 real, 1.8115942 real, 13.768116 real, 0.0 real, 11.956522 real, 5.7971015 real, 7.9710145 real, 9.782609 real, 18.47826 real, 9.42029 real, 0.0 real, 0.0 real, 41-50
FALSE,"1981-03-28",18,18,14,5,22.222221 real, 0.0 real, 0.0 real, 11.111111 real, 0.0 real, 27.777779 real, 5.5555553 real, 11.111111 real, 5.5555553 real, 0.0 real, 16.666666 real, 0.0 real, 0.0 real, 1-10
FALSE,"1984-12-22",221,94,9,4,15.384615 real, 0.4524887 real, 2.2624435 real, 11.764706 real, 0.9049774 real, 19.004524 real, 1.3574661 real, 8.144796 real, 5.882353 real, 15.384615 real, 16.74208 real, 1.8099548 real, 0.9049774 real, 11-20
TRUE,"2010-07-24",593,264,9,3,20.236088 real, 1.6863407 real, 5.059022 real, 13.4907255 real, 1.8549747 real, 28.161888 real, 0.6745362 real, 9.780776 real, 5.059022 real, 0.16863406 real, 12.3102865 real, 0.0 real, 1.5177066 real, 21-30
FALSE,"2010-05-01",279,30,16,4,24.731182 real, 2.5089605 real, 2.8673835 real, 19.35484 real, 0.0 real, 6.451613 real, 0.35842294 real, 2.5089605 real, 0.35842294 real, 22.939068 real, 13.261649 real, 0.0 real, 4.659498 real, 41-50
FALSE,"1980-12-06",182,83,10,4,27.472527 real, 1.6483517 real, 5.4945054 real, 14.835165 real, 0.5494506 real, 25.824175 real, 0.0 real, 8.241758 real, 3.2967033 real, 0.0 real, 9.340659 real, 0.0 real, 3.2967033 real, 41-50
FALSE,"2003-10-04",291,127,11,3,23.024055 real, 1.7182131 real, 1.3745705 real, 16.838488 real, 1.0309278 real, 22.33677 real, 6.185567 real, 10.652921 real, 4.123711 real, 0.0 real, 11.340206 real, 0.0 real, 1.3745705 real, 21-30
FALSE,"2001-01-20",207,78,10,4,25.603865 real, 5.3140097 real, 2.8985507 real, 19.323671 real, 0.0 real, 19.323671 real, 2.415459 real, 11.111111 real, 9.178744 real, 0.9661836 real, 2.415459 real, 0.0 real, 1.4492754 real, 21-30
TRUE,"2009-07-18",453,106,13,3,18.101545 real, 5.077263 real, 5.7395144 real, 19.86755 real, 0.0 real, 15.231788 real, 1.7660044 real, 11.037528 real, 7.7262692 real, 0.22075056 real, 14.128036 real, 0.0 real, 1.1037527 real, 21-30
