Song,Actual,TF-IDF,TF-IDF Error,Custom,Custom Err
There Is No Arizona,2001,1998,3,2001,0
There It Go! (The Whistle Song),2006,2003,3,2004,2
There She Goes,2001,1998,3,1980,21
They Like It Slow,1997,2000,3,1997,0
This Gift,2000,1997,3,1980,20
This Is Me,2001,1998,3,2013,12
Time And Chance,1993,1996,3,1993,0
Too Bad,2002,1999,3,1980,22
Total Eclipse Of The Heart,1995,1998,3,1981,14
Tough Little Boys,2003,2000,3,2003,0
Tucker's Town,1996,1999,3,1996,0
Turn Off The Light,2001,1998,3,2010,9
U Got It Bad,2001,1998,3,1994,7
U Make Me Wanna,2004,2001,3,2004,0
Until It Sleeps,1996,1999,3,2011,15
Untitled (How Does It Feel),2000,1997,3,1980,20
Walk On The Ocean,1993,1996,3,1992,1
Waterfalls,1995,1998,3,1995,0
We Danced,2000,1997,3,2002,2
What I Really Meant To Say,2001,1998,3,2001,0
What Would You Do?,2001,1998,3,2001,0
When It's Over,2001,1998,3,1980,21
When We Dance,1994,1991,3,1980,14
When You Believe,1999,1996,3,2009,10
Whenever Wherever,2001,1998,3,2001,0
Where Were You (When The World Stopped Turning),2002,1999,3,2001,1
Where Would You Be,2002,1999,3,1980,22
Will You Be There (In The Morning),1994,1997,3,1980,14
With Arms Wide Open,2000,1997,3,1980,20
Wonderful,2004,2001,3,2004,0
You Don't Know How It Feels,1995,1998,3,1980,15
You Gets No Love,2001,1998,3,1980,21
You Remind Me Of Something,1995,1998,3,1980,15
You Shouldn't Kiss Me Like This,2001,1998,3,2004,3
You Used To Love Me,1995,1998,3,1995,0
You Used To Love Me,1995,1998,3,1980,15
You'll See,1995,1998,3,1988,7
7,1993,1997,4,1997,4
' 03 Bonnie & Clyde,2002,1998,4,2006,4
(Lay Your Head On My) Pillow,1994,1998,4,1980,14
100% Pure Love,1994,1998,4,1998,4
7 Days,2002,1998,4,2014,12
A Moment Like This,2002,1998,4,1980,22
A Thousand Miles,2002,1998,4,1980,22
A Whole New World,1993,1997,4,1996,3
A Woman's Worth,2002,1998,4,1991,11
Action,1994,1998,4,2014,20
Addictive,2002,1998,4,1989,13
Ain't It Funny,2002,1998,4,2002,0
Alive,2002,1998,4,1980,22
All I Wanna Do,1994,1998,4,2005,11
All You Wanted,2002,1998,4,2003,1
Always,1994,1998,4,1980,14
Always In My Heart,1994,1998,4,1980,14
Always On Time,2002,1998,4,1980,22
American Child,2002,1998,4,1998,4
And Our Feelings,1994,1998,4,1980,14
Another Night,1994,1998,4,1980,14
Any Time Any Place/And On And On,1994,1998,4,2008,14
Anything,2002,1998,4,2006,4
Anything,1994,1998,4,1980,14
Anytime You Need A Friend,1994,1998,4,2001,7
At Your Best (You Are Love),1994,1998,4,1988,6
Award Tour,1994,1998,4,1996,2
Baby,2002,1998,4,1980,22
Back & Forth,1994,1998,4,2003,9
Be Happy,1994,1998,4,1980,14
Beautiful Mess,2002,1998,4,1980,22
Because Of Love,1994,1998,4,1980,14
Because The Night,1994,1998,4,2009,15
Before I Let You Go,1994,1998,4,1980,14
Better Off Alone,2000,1996,4,1980,20
Bizarre Love Triangle,1994,1998,4,1980,14
Blessed,2002,1998,4,2000,2
Blurry,2002,1998,4,2004,2
Boombastic/In The Summertime,1995,1999,4,1995,0
Booti Call,1994,1998,4,1993,1
Born To Fly,2000,1996,4,1989,11
Bouncin' Back (Bumpin' Me Against the Wall),2002,1998,4,2001,1
Breathe Again,1994,1998,4,1982,12
Bring On The Rain,2002,1998,4,1980,22
Bump N' Grind,1994,1998,4,1980,14
Burn,2001,1997,4,1986,15
Butterflies,2002,1998,4,1981,21
By The Time This Night Is Over,1993,1997,4,1993,0
Call Me,2002,1998,4,2008,6
Can We Talk,1994,1998,4,1989,5
Can't Fight The Moonlight,2002,1998,4,1980,22
Can't Get You Out Of My Head,2002,1998,4,1980,22
Can't Help Falling In Love,1993,1997,4,1980,13
Chain Hang Low,2006,2002,4,2006,0
Choose,1994,1998,4,1994,0
Circle Of Life,1994,1998,4,1994,0
Closer,1994,1998,4,1994,0
Come Inside,1993,1997,4,1980,13
Come To My Window,1994,1998,4,1994,0
Come To My Window,1994,1998,4,1994,0
Completely,1994,1998,4,1980,14
Complicated,2002,1998,4,2002,0
Courtesy Of The Red White And Blue,2002,1998,4,2002,0
Crazy In Love,2003,1999,4,2003,0
Cry,2002,1998,4,1991,11
Cry For You,1994,1998,4,1996,2
Cyclone,2007,2003,4,2007,0
Dance Naked,1994,1998,4,1980,14
Days Go By,2002,1998,4,1980,22
Dear Mama/Old School,1995,1999,4,1995,0
December 1963 (Oh What A Night),1994,1998,4,1994,0
Dilemma,2002,1998,4,2002,0
Dirrty,2002,1998,4,2000,2
Disease,2002,1998,4,1980,22
Do It To It,2006,2002,4,2006,0
Don't Let Me Get Me,2002,1998,4,2002,0
Don't Take The Girl,1994,1998,4,1981,13
Don't Turn Around,1994,1998,4,1980,14
Don't You Forget It,2002,1998,4,1980,22
Dreams,1994,1998,4,1980,14
Dreams,1994,1998,4,1982,12
Ease My Mind,1994,1998,4,1994,0
Endless Love,1994,1998,4,1980,14
Endless Love,1994,1998,4,1980,14
Escape,2002,1998,4,1980,22
Everyday,1994,1998,4,1980,14
Fa All Y'all,1994,1998,4,1994,0
Fall Down,1994,1998,4,1988,6
Feel It Boy,2002,1998,4,1980,22
Feenin',1994,1998,4,1980,14
Foolish,2002,1998,4,1980,22
Found Out About You,1994,1998,4,1980,14
Freak Me,1993,1997,4,2005,12
Full Moon,2002,1998,4,2004,2
Funkdafied,1994,1998,4,1994,0
Game Over (Flip),2004,2000,4,2004,0
Get Money,1996,2000,4,1996,0
Get Over It,1994,1998,4,2011,17
Girl Talk,2002,1998,4,2002,0
Girlfriend,2002,1998,4,1980,22
God Bless The USA,2001,1997,4,1995,6
Good Morning Beautiful,2002,1998,4,1980,22
Goodbye To You,2002,1998,4,1980,22
Got Me Waiting,1994,1998,4,1994,0
Gots Ta Be,2002,1998,4,2002,0
Gotta Get Thru This,2002,1998,4,1980,22
Groove Thang,1994,1998,4,1980,14
Hanging By A Moment,2001,1997,4,1986,15
Happy,2002,1998,4,2002,0
Here Is Gone,2002,1998,4,1980,22
Hero,2002,1998,4,1980,22
Hero,1993,1997,4,1993,0
Hero,2001,1997,4,1980,21
Hey Baby,2002,1998,4,2001,1
Higher Ground,1994,1998,4,1989,5
How Come,2004,2000,4,2004,0
How Do You Like It?,1994,1998,4,1980,14
I Breathe In I Breathe Out,2002,1998,4,1980,22
I Can See Clearly Now,1994,1998,4,1993,1
I Care 4 U,2002,1998,4,1980,22
I Don't Wanna Fight,1993,1997,4,1980,13
I Got ID/Long Road,1995,1999,4,1980,15
I Hope You Dance,2001,1997,4,2000,1
I Keep Looking,2002,1998,4,2002,0
I Miss My Friend,2002,1998,4,2002,0
I Miss You,1994,1998,4,1980,14
I Never Seen A Man Cry (Aka I Seen A Man Die),1994,1998,4,1994,0
I See Your Smile,1993,1997,4,2006,13
I Should Be Sleeping,2002,1998,4,2002,0
I Swear,1994,1998,4,1980,14
I Wanna Be Down,1994,1998,4,1980,14
I Want You,1994,1998,4,1994,0
I'd Give Anything,1994,1998,4,1980,14
I'll Make Love To You,1994,1998,4,1994,0
I'll Remember,1994,1998,4,1980,14
I'm A Believer,2001,1997,4,1980,21
I'm A Hustla,2005,2001,4,2005,0
I'm Every Woman,1993,1997,4,1980,13
I'm Gonna Be Alright,2002,1998,4,1980,22
I'm Gonna Getcha Good!,2002,1998,4,1980,22
I'm In The Mood,1994,1998,4,1987,7
I'm Like A Bird,2001,1997,4,1980,21
I'm Movin' On,2002,1998,4,2002,0
I'm Not Over You,1994,1998,4,1980,14
I'm Ready,1994,1998,4,2006,12
I'm So Into You,1993,1997,4,1980,13
I'm Too Sexy,1992,1996,4,1996,4
If,1993,1997,4,1980,13
If I Could Go!,2002,1998,4,2002,0
If I Had No Loot,1993,1997,4,1980,13
If You Go,1994,1998,4,1980,14
If You Love Me,1995,1999,4,1980,15
In The End,2002,1998,4,1996,6
Into You,2003,1999,4,2003,0
It's All Good,1994,1998,4,1991,3
Jessie,1994,1998,4,2013,19
Joy,1995,1991,4,1980,15
Juicy,1994,1998,4,1994,0
Juicy/Unbelievable,1994,1998,4,1994,0
Just A Friend 2002,2002,1998,4,2002,0
Just Like A Pill,2002,1998,4,2002,0
Let It Snow,1994,1998,4,2007,13
Life (Everybody Needs Somebody To Love),1994,1998,4,1980,14
Linger,1994,1998,4,1988,6
Living In Danger,1994,1998,4,1980,14
Loco,2004,2000,4,2004,0
Love At First Sight,2002,1998,4,1980,22
Love Is,1990,1994,4,1980,10
Love Is,1993,1997,4,1995,2
Love Is On The Way,1992,1996,4,1992,0
Love On My Mind,1994,1998,4,1980,14
Love Sneakin' Up On You,1994,1998,4,1994,0
Lucky One,1994,1998,4,1994,0
Makin' Good Love,2002,1998,4,2012,10
Man To Man,2003,1999,4,2013,10
Mary Jane's Last Dance,1994,1998,4,1994,0
Milkshake,2003,1999,4,2000,3
Misled,1994,1998,4,1994,0
Miss You In A Heartbeat,1994,1998,4,1980,14
Mmm Mmm Mmm Mmm,1994,1998,4,1994,0
More Than That,2001,1997,4,1980,21
Mother,1994,1998,4,1980,14
Mouth,1996,2000,4,1994,2
Moving On Up,1994,1998,4,1980,14
My Heart Belongs To You,1991,1995,4,1980,11
My List,2002,1998,4,2002,0
My Sacrifice,2002,1998,4,2001,1
My Town,2002,1998,4,1980,22
Never Keeping Secrets,1994,1998,4,1993,1
No More Drama,2002,1998,4,1980,22
No Problem,2004,2000,4,2006,2
No Shoes No Shirt No Problems,2003,1999,4,2010,7
None Of Your Business,1994,1998,4,1994,0
Not A Day Goes By,2002,1998,4,1980,22
Nothing In This World,2002,1998,4,1991,11
Objects In The Rear View Mirror May Appear Closer Than,1994,1998,4,1994,0
On Bended Knee,1994,1998,4,1999,5
One Last Breath,2002,1998,4,1980,22
One Last Cry,1993,1997,4,1980,13
One Woman,1993,1997,4,1980,13
Ooh Child,1993,1997,4,1992,1
Ordinary Day,2002,1998,4,2002,0
Outta Control (Remix),2005,2001,4,2005,0
Pink Cashmere,1993,1997,4,2005,12
Pop,2001,1997,4,1980,21
Pop Lock & Drop It,2007,2003,4,2007,0
Power Of Love,1991,1995,4,1991,0
Rain,1993,1997,4,1986,7
Raining On Sunday,2003,1999,4,1982,21
Reason To Believe,1993,1997,4,1993,0
Red Rag Top,2002,1998,4,2004,2
Return To Innocence,1994,1998,4,1980,14
Rock And Roll Dreams Come Through,1994,1998,4,1994,0
Run To You,1993,1997,4,1980,13
Runaway Train,1993,1997,4,1993,0
Runaway Train,1993,1997,4,1993,0
Running Away,2002,1998,4,1980,22
Salt Shaker,2004,2000,4,2003,1
Scream/Childhood,1995,1991,4,1980,15
Secret,1994,1998,4,1980,14
Shake Ya Tailfeather,2003,1999,4,2003,0
Shame,1994,1998,4,1994,0
She Hates Me,2002,1998,4,1980,22
She'll Leave You With A Smile,2002,1998,4,1980,22
Shorty Wanna Ride,2004,2000,4,2004,0
Shoulder Lean,2006,2002,4,2006,0
Show Me Love,1993,1997,4,1995,2
Show Me Love,1993,1997,4,1995,2
Sleeping In My Car,1994,1998,4,1980,14
So Many Tears,1995,1991,4,1980,15
So Much In Love,1994,1998,4,1998,4
So Seductive,2005,2001,4,2008,3
So Yesterday,2003,1999,4,1980,23
Soak Up The Sun,2002,1998,4,2002,0
Somebody Like You,2002,1998,4,1994,8
Someone To Love You,2002,1998,4,1980,22
Sorry 2004,2004,2000,4,2004,0
Stay,1994,1998,4,1986,8
Stay (I Missed You),1994,1998,4,2014,20
Stingy,2002,1998,4,1980,22
Stroke You Up,1994,1998,4,1980,14
Stuntin' Like My Daddy,2006,2002,4,2006,0
Sweet Potatoe Pie,1994,1998,4,1994,0
That's The Way Love Goes,1993,1997,4,1993,0
That's When I Love You,2002,1998,4,1980,22
The Baby,2003,1999,4,1984,19
The Cowboy In Me,2002,1998,4,1985,17
The Crying Game,1993,1997,4,1980,13
The Game Of Love,2002,1998,4,1980,22
The Impossible,2002,1998,4,2002,0
The Long Goodbye,2002,1998,4,1980,22
The Middle,2002,1998,4,1980,22
The Most Beautiful Girl In The World,1994,1998,4,1980,14
The Place Where You Belong,1994,1998,4,1980,14
The Power Of Love,1994,1998,4,1987,7
The Sign,1994,1998,4,1980,14
The Way She Loves Me,1994,1998,4,1980,14
The World I Know,1996,2000,4,1996,0
The World's Greatest,2002,1998,4,2002,0
These Days,2002,1998,4,2002,0
This Is For The Lover In You,1996,2000,4,1996,0
This Is For The Lover In You,1996,2000,4,1996,0
Throw Some D's,2007,2003,4,2005,2
Throw Your Set In The Air,1995,1999,4,1992,3
Too Many Walls,1991,1995,4,1995,4
Travelin' Soldier,2003,1999,4,2003,0
Turn The Beat Around,1994,1998,4,1991,3
U Already Know,2005,2001,4,1981,24
U Don't Have To Call,2002,1998,4,2002,0
U Remind Me,2001,1997,4,1996,5
U Send Me Swingin',1994,1998,4,1980,14
Unbroken,2002,1998,4,1980,22
Underneath It All,2002,1998,4,2002,0
Underneath Your Clothes,2002,1998,4,2010,8
Understanding,1994,1998,4,1993,1
Wait (The Whisper Song),2005,2001,4,2005,0
Walking Away,2002,1998,4,2002,0
Watch Me,2015,2011,4,2015,0
Wave On Wave,2003,1999,4,2003,0
What About Us?,2002,1998,4,1998,4
What Do You Say To That,1999,1995,4,1999,0
What If She's An Angel,2002,1998,4,1980,22
What Was I Thinkin',2003,1999,4,2003,0
What's Luv?,2002,1998,4,2002,0
What's The Frequency Kenneth?,1994,1998,4,1994,0
When Can I See You,1994,1998,4,1980,14
When I Fall In Love,1993,1997,4,1980,13
When She Cries,1993,1997,4,1992,1
Where Are You Going,2002,1998,4,1980,22
Where the Stars & Stripes and the Eagle Fly,2001,1997,4,1980,21
Where'd You Go,2006,2002,4,2006,0
Wherever You Will Go,2002,1998,4,1980,22
Whiskey Lullaby,2004,2000,4,2004,0
Why Can't I,2003,1999,4,2001,2
Willing To Forgive,1994,1998,4,2006,12
Without You/Never Forget You,1994,1998,4,1980,14
Wrapped Around,2002,1998,4,2003,1
You And Me,2005,2001,4,1980,25
You Can't Take The Honky Tonk Out Of The Girl,2004,2000,4,2003,1
You Know You're Right,2002,1998,4,1989,13
You Mean The World To Me,1994,1998,4,1980,14
Your Body's Callin',1994,1998,4,2000,6
Youth Of The Nation,2002,1998,4,2002,0
dontchange,2002,1998,4,1980,22
halfcrazy,2002,1998,4,1980,22
1985,2004,1999,5,2002,2
(Everything I Do) I Do It For You,1991,1996,5,1980,11
(I Know I Got) Skillz,1993,1998,5,2009,16
(Meet) The Flintstones,1994,1999,5,2010,16
(There's Gotta Be) More To Life,2003,1998,5,1980,23
1st Of Tha Month,1995,2000,5,2000,5
21 Questions,2003,1998,5,1996,7
24/7,1999,2004,5,1980,19
4 Ever,2003,1998,5,1995,8
99 Problems,2004,1999,5,2006,2
A Bad Goodbye,1993,1998,5,1980,13
A Little Less Conversation,2002,1997,5,1982,20
A New Day Has Come,2002,1997,5,1980,22
ABC-123,1993,1998,5,1991,2
Act A Fool,2003,1998,5,2004,1
Addicted,2003,1998,5,1980,23
Again,1993,1998,5,1980,13
Air Force Ones,2003,1998,5,2003,0
All About Soul,1993,1998,5,1980,13
All I Have,2003,1998,5,2007,4
All That She Wants,1993,1998,5,1980,13
All The Things She Said,2003,1998,5,1980,23
Alright,1993,1998,5,1993,0
Alright,1993,1998,5,1993,0
American Life,2003,1998,5,2008,5
Angel,2003,1998,5,1980,23
Angel,1993,1998,5,1980,13
Anniversary,1993,1998,5,2004,11
Another Sad Love Song,1993,1998,5,1980,13
Are You Happy Now?,2003,1998,5,1980,23
Baby Boy,2003,1998,5,1990,13
Baby I'm Yours,1993,1998,5,1980,13
Back Seat Of My Jeep/Pink Cookies In A Plastic Bag,1993,1998,5,2012,19
Back To The Hotel,1993,1998,5,1996,3
Bad Boy This Bad Boy That,2003,1998,5,2005,2
Bad Boys,1993,1998,5,2007,14
Bad Girl,1993,1998,5,1980,13
Balla Baby,2004,1999,5,2003,1
Beautiful,2003,1998,5,1980,23
Beautiful,2003,1998,5,2001,2
Beautiful Girl,1993,1998,5,1980,13
Bed Of Roses,1993,1998,5,1996,3
Beer For My Horses,2003,1998,5,1998,5
Better Than You,1993,1998,5,1980,13
Big Star,2003,1998,5,1998,5
Bigger Than My Body,2003,1998,5,1980,23
Blowin' Me Up (With Her Love),2003,1998,5,1980,23
Both Sides Of The Story,1993,1998,5,2000,7
Break It Down Again,1993,1998,5,1993,0
Breathe,2003,1998,5,1980,23
Bright Lights,2003,1998,5,1991,12
Bring Me To Life,2003,1998,5,1980,23
Broken Arrow,1992,1997,5,1999,7
Brokenheartsville,2003,1998,5,2003,0
Buddy X,1993,1998,5,1993,0
Calling All Angels,2003,1998,5,2009,6
Can't Get Enough Of Your Love,1993,1998,5,1980,13
Can't Hold Us Down,2003,1998,5,2001,2
Can't Let You Go,2003,1998,5,2003,0
Cat's In The Cradle,1993,1998,5,1995,2
Chattahoochee,1993,1998,5,2008,15
Clocks,2003,1998,5,1986,17
Come As You Are,1992,1997,5,1992,0
Come Baby Come,1993,1998,5,1993,0
Come Clean,2004,1999,5,2013,9
Come Over,2003,1998,5,1987,16
Come Undone,1993,1998,5,1980,13
Comforter,1993,1998,5,1993,0
Concrete Angel,2003,1998,5,2013,10
Confessions Part II,2004,1999,5,2004,0
Connected,1993,1998,5,1990,3
Connected,1993,1998,5,1990,3
Cowboys Like Us,2003,1998,5,1980,23
Creep,1993,1998,5,1993,0
Cry Me A River,2003,1998,5,1980,23
Cry No More,1993,1998,5,1980,13
Dance With My Father,2003,1998,5,1980,23
Dedicated,1993,1998,5,1993,0
Did My Time,2003,1998,5,1993,10
Do You Believe In Us,1992,1997,5,1992,0
Do You See,1995,2000,5,1994,1
Don't Be Afraid,1992,1997,5,1980,12
Don't Know Why,2003,1998,5,2005,2
Don't Say Goodbye,2002,1997,5,2002,0
Don't Walk Away,1993,1998,5,1980,13
Down With The King,1993,1998,5,1993,0
Dreamlover,1993,1998,5,1993,0
Dunkie Butt (Please Please Please),1994,1999,5,1994,0
Everybody Hurts,1993,1998,5,1980,13
Everybody's Free (To Feel Good),1992,1997,5,1980,12
Everything's Gonna Be Alright,1993,1998,5,1993,0
F**k It (I Don't Want You Back),2004,1999,5,2004,0
Faithful,1993,1998,5,1980,13
Fall Into Me,2003,1998,5,1980,23
Family Portrait,2003,1998,5,2002,1
Fighter,2003,1998,5,2003,0
Flex,1993,1998,5,1992,1
Gangsta,1993,1998,5,1990,3
Gangsta's Paradise,1995,1990,5,1980,15
Get Away,1993,1998,5,1993,0
Get It Up,1993,1998,5,1993,0
Get Like Me,2008,2003,5,2008,0
Gin And Juice,1994,1999,5,1994,0
Girl U For Me/Lose Control,1993,1998,5,1980,13
Girl I've Been Hurt,1993,1998,5,1980,13
Girlfriend/Boyfriend,1999,2004,5,1980,19
Girls And Boys,2003,1998,5,2011,8
Give It Away,2006,2001,5,1981,25
Give It Up Turn It Loose,1993,1998,5,1992,1
God Bless The U.S.A.,2003,1998,5,1982,21
Grind With Me,2005,2000,5,2005,0
Harder To Breathe,2003,1998,5,2003,0
Hat 2 Da Back,1993,1998,5,1993,0
Have I Told You Lately,1993,1998,5,1981,12
Have You Forgotten?,2003,1998,5,1982,21
Headsprung,2004,1999,5,2004,0
Headstrong,2003,1998,5,1982,21
Heaven,2004,1999,5,2004,0
Hell Yeah,2003,1998,5,2003,0
Hella Good,2002,1997,5,2002,0
Help Pour Out The Rain (Lacey's Song),2003,1998,5,2003,0
Here Comes The Hotstepper,1994,1999,5,1994,0
Here We Go Again!,1993,1998,5,2008,15
Hey Jealousy,1993,1998,5,1980,13
Hopelessly,1993,1998,5,1980,13
How You Gonna Act Like That,2003,1998,5,2003,0
Human Wheels,1993,1998,5,1993,0
I Am Mine,2002,1997,5,2013,11
I Drove All Night,2003,1998,5,1980,23
I Get Around,1993,1998,5,1993,0
I Got A Feelin',2004,1999,5,1980,24
I Hate U,1995,2000,5,2003,8
I Have Nothing,1993,1998,5,1980,13
I Just Wanna Be Mad,2003,1998,5,2003,0
I Know What You Want,2003,1998,5,1980,23
I Know You See It,2006,2001,5,2006,0
I Love You,2002,1997,5,1980,22
I Should Be...,2003,1998,5,2009,6
I Will Be Here For You,1992,1997,5,1980,12
I'd Do Anything For Love (But I Won't Do That),1993,1998,5,1993,0
I'll Never Get Over You (Getting Over Me),1993,1998,5,1993,0
I'll Take You There,1994,1999,5,1980,14
I'm Free,1993,1998,5,1980,13
I'm Glad,2003,1998,5,2002,1
I'm Outstanding,1994,1999,5,1994,0
I'm With You,2003,1998,5,2002,1
If You're Not The One,2003,1998,5,2003,0
In Love Wit Chu,2003,1998,5,2006,3
In These Arms,1993,1998,5,1998,5
In Those Jeans,2003,1998,5,2003,0
It's Five O'Clock Somewhere,2003,1998,5,2003,0
It's Gonna Be A Lovely Day,1993,1998,5,1984,9
It's My Life,2004,1999,5,1980,24
Justified And Ancient,1992,1997,5,1980,12
Justified And Ancient,1992,1997,5,2005,13
Keep On Keepin' On,1996,1991,5,1980,16
Keep Ya Head Up,1994,1999,5,1993,1
Knockin' Da Boots,1993,1998,5,1993,0
L.O.V.E.,2006,2001,5,1980,26
Landslide,2003,1998,5,2002,1
Lies,1991,1996,5,1980,11
Little Bird,1993,1998,5,1988,5
Loungin,1996,2001,5,1996,0
Love Can Move Mountains,1993,1998,5,1980,13
Love Me All Up,1992,1997,5,1991,1
Love No Limit,1993,1998,5,1980,13
Love Of My Life (An Ode To Hip Hop),2003,1998,5,1980,23
Love Shoulda Brought You Home,1993,1998,5,1992,1
Love U More,1993,1998,5,1983,10
Love You Out Loud,2003,1998,5,1992,11
Mama I'm Coming Home,1992,1997,5,1980,12
Maria,1992,1997,5,1985,7
Mayberry,2004,1999,5,2005,1
Miss You,2003,1998,5,2002,1
More & More,2003,1998,5,1980,23
More And More,1993,1998,5,1980,13
Move Ya Body,2004,1999,5,1980,24
Mr. Vain,1994,1999,5,1995,1
My Drink N' My 2 Step,2007,2002,5,2007,0
My Happy Ending,2004,1999,5,2004,0
My Heart Is Lost To You,2002,1997,5,1981,21
My Love Is Like... Wo,2003,1998,5,1994,9
Never A Time,1993,1998,5,1980,13
Never Leave You - Uh Ooh Uh Oooh!,2003,1998,5,1980,23
Never Lie,1994,1999,5,1994,0
Never Should've Let You Go,1993,1998,5,1980,13
No Letting Go,2003,1998,5,2003,0
No Mistakes,1993,1998,5,1980,13
No Rain,1993,1998,5,2014,21
Not The Only One,1992,1997,5,1992,0
Not Today,2004,1999,5,2002,2
Nothin' My Love Can't Fix,1993,1998,5,1993,0
Nuttin' But Love,1994,1999,5,1994,0
Nuttin' But Love,1994,1999,5,1994,0
Ordinary People,2005,2000,5,1980,25
Ordinary World,1993,1998,5,1993,0
Perfect,2004,1999,5,2002,2
Picture,2003,1998,5,2002,1
Please Forgive Me,1993,1998,5,1980,13
Poppin' My Collar,2006,2001,5,2006,0
Pretty Vegas,2005,2000,5,2013,8
Pullin' Me Back,2006,2001,5,1996,10
Put That Woman First,2003,1998,5,2009,6
Quality Time,1993,1998,5,1980,13
Real Good Man,2003,1998,5,1988,15
Red Dirt Road,2003,1998,5,2003,0
Regret,1993,1998,5,1980,13
Remedy (I Won't Worry),2003,1998,5,2003,0
Rhythm Is A Dancer,1993,1998,5,1992,1
Rhythm Of My Heart,1991,1996,5,1991,0
Right Here (Human Nature)/Downtown,1993,1998,5,1993,0
Right Now,1992,1997,5,1992,0
Rock Wit U (Awww Baby),2003,1998,5,2003,0
Rock Your Body,2003,1998,5,1980,23
Romeo,1993,1998,5,2011,18
Romeo & Juliet,1992,1997,5,1992,0
Romeo & Juliet,1992,1997,5,1992,0
Satisfaction,2003,1998,5,2002,1
Save Up All Your Tears,1992,1997,5,1980,12
Saving Forever For You,1993,1998,5,1980,13
Say Yes,2003,1998,5,1980,23
Scandalous,2004,1999,5,1993,11
Seasons Of Love,2005,2000,5,2002,3
Send Me An Angel,1992,1997,5,1980,12
Senorita,2003,1998,5,1980,23
Sex Me,1993,1998,5,2003,10
She's My Kind Of Rain,2003,1998,5,2003,0
Shine,1994,1999,5,1980,14
Show Me The Way,1991,1996,5,2012,21
Silent Prayer,1992,1997,5,1980,12
Simple Life,1993,1998,5,1995,2
Slow And Easy,1994,1999,5,1999,5
Snap Yo Fingers,2006,2001,5,2006,0
So Alone,1993,1998,5,2006,13
So Far Away,2003,1998,5,1990,13
So Gone,2003,1998,5,1995,8
Somebody To Love,1993,1998,5,1993,0
Somebody To Love,1993,1998,5,1993,0
Someone To Call My Lover,2001,1996,5,1996,5
Something,2003,1998,5,1980,23
Something In Your Eyes,1993,1998,5,1993,0
Something In Your Eyes,1993,1998,5,1993,0
Something's Always Wrong,1994,1999,5,1980,14
Something's Goin' On,1993,1998,5,1993,0
Something's Goin' On,1993,1998,5,1993,0
Sometimes Love Just Ain't Enough,1992,1997,5,1980,12
Somewhere I Belong,2003,1998,5,1980,23
Soul Survivor,2005,2000,5,2005,0
Speed,2003,1998,5,2011,8
Stand Up,2003,1998,5,2003,0
Stand Up (Kick Love Into Motion),1993,1998,5,1980,13
Stars,1992,1997,5,1988,4
Stay Gone,2003,1998,5,1980,23
Steelo,1996,1991,5,1980,16
Step In The Name Of Love,2003,1998,5,1980,23
Strange Currencies,1995,2000,5,1995,0
Sunshine,2004,1999,5,2004,0
Superman,2003,1998,5,2003,0
Sweat (A La La La La Long),1993,1998,5,1993,0
