SONG,YEAR,VERBS,CONJUNCTION,ADJECTIVE,PRONOUN,NUMBER,NOUN,TO,PREPOSITION,ADVERB,INTERJECTION,OTHER,FOREIGN,INTERROGATIVE,SIMPLE NARC,COMPLEX NARC,,,
Meanwhile Back At Mama's,2014,43,11,21,27,1,85,3,47,22,2,38,0,5,0,0,,,
Medley,1981,163,23,26,108,6,125,15,68,44,5,72,0,9,12,4.111111111,,,
Meet Me Half Way,1987,24,3,7,19,2,34,3,22,13,0,28,0,6,5,3.684210526,,,
Meet Me Halfway,2009,80,20,21,98,1,83,11,42,41,2,63,0,11,21,13.07142857,,,
Meet Virginia,2000,58,9,15,44,0,62,7,19,33,2,25,0,4,1,0.022727273,,,
Memories,2010,33,8,16,24,0,64,0,26,14,0,39,0,0,4,0.666666667,,,
Memory,1983,40,3,11,18,0,41,2,18,13,0,38,0,4,4,1.111111111,,,
Mental Picture,1995,47,9,20,20,0,48,12,45,9,0,30,0,1,6,3.6,,,
Mentirosa,1990,97,15,18,86,0,177,7,49,37,1,47,27,6,20,8.139534884,,,
Mercedes Boy,1988,114,1,9,89,0,70,10,55,10,0,16,0,10,37,19.12359551,,,
Mercy,2008,75,6,6,89,0,43,1,30,11,0,15,0,13,20,11.46067416,,,
Mercy,2012,137,33,60,137,5,337,11,99,39,1,122,0,17,20,4.96350365,,,
Mercy,2012,137,33,60,137,5,337,11,99,39,1,122,0,17,20,4.96350365,,,
Mercy Mercy Me (The Ecology)/I Want You,1991,63,11,25,54,1,74,13,22,28,0,28,0,13,8,4.296296296,,,
Mesmerize,2003,84,10,21,109,0,84,8,35,15,0,35,0,21,15,6.19266055,,,
Method Of Modern Love,1985,23,3,8,12,1,28,4,10,6,0,12,0,2,1,0.416666667,,,
Miami,1999,84,23,26,43,3,215,22,88,22,0,114,0,13,3,1.465116279,,,
Miami Vice Theme,1985,86,15,23,59,1,80,10,43,19,0,51,0,3,10,3.898305085,,,
Mickey,1982,83,13,13,85,0,144,1,48,54,0,48,0,11,30,15.17647059,,,
Midas Touch,1986,104,17,5,71,0,140,15,28,36,1,44,0,4,12,5.746478873,,,
Middle Of The Road,1984,35,5,10,18,2,63,3,39,9,0,35,0,1,8,4.888888889,,,
Midnight,2014,11,2,6,0,0,25,0,20,0,0,21,0,2,0,NaN,,,
Midnight Blue,1987,48,10,14,30,1,45,5,23,16,15,37,0,7,4,1.333333333,,,
Midnight Blue,1983,20,3,7,10,0,30,0,8,7,0,21,0,0,1,0.2,,,
Midnight Memories,2013,32,8,11,26,1,42,1,15,12,8,15,0,8,2,0.923076923,,,
Midnight Rocks,1980,47,8,8,40,0,58,2,31,8,0,41,0,2,4,2.3,,,
Miles Away,1991,53,6,8,40,0,41,4,28,55,0,20,0,14,-3,-4.425,,,
Milkshake,2003,76,17,29,76,0,122,17,22,23,0,66,0,3,2,0.526315789,,,
Mind Playing Tricks On Me,1992,142,29,33,111,8,151,10,99,39,1,81,0,7,26,8.900900901,,,
Mine,2010,83,7,28,67,1,69,3,42,29,0,48,0,5,3,1.074626866,,,
Mine Would Be You,2013,47,0,23,51,3,43,5,23,12,1,27,0,4,6,2.941176471,,,
Minimum Love,1983,33,7,12,30,0,37,4,28,10,2,26,0,2,4,0.533333333,,,
Miracle,1990,92,11,7,56,2,88,5,43,23,0,64,0,2,-2,-3.25,,,
Miracle,1991,59,1,3,38,0,61,1,33,27,0,46,0,11,5,2.5,,,
Miracles,1983,24,1,7,18,2,34,1,11,7,0,17,0,1,1,0.388888889,,,
Mirror,2011,72,12,12,76,0,71,7,37,27,0,40,0,7,11,4.921052632,,,
Mirror Man,1983,36,3,5,11,0,75,1,16,21,0,39,0,2,0,0,,,
Mirror, Mirror,1982,79,4,8,63,0,64,9,22,8,0,34,0,1,22,12.22222222,,
Mirrors,2013,126,19,27,136,10,110,10,99,70,1,67,0,3,33,17.95588235,,,
Misery,2010,100,13,20,92,2,35,4,17,59,16,21,0,16,19,10.94565217,,,
Misery,1995,34,4,3,29,0,37,2,7,10,0,13,0,5,4,1.379310345,,,
Misery Business,2008,86,16,22,98,6,36,14,38,55,0,28,0,12,4,1.102040816,,,
Misfit,1987,45,5,14,37,1,49,7,20,18,0,33,0,9,1,0.378378378,,,
Mishale,1995,73,5,11,69,0,49,14,35,15,0,12,0,7,4,2.086956522,,,
Misled,1994,36,4,8,31,6,32,7,18,17,2,13,0,3,6,2.709677419,,,
Misled,1985,84,5,16,63,0,88,10,48,18,3,35,0,12,21,10.66666667,,,
Miss Independent,2003,55,5,18,14,0,81,13,16,18,0,28,0,13,0,0,,,
Miss Independent,2008,69,9,10,77,0,95,5,31,20,30,44,0,10,2,0.38961039,,,
Miss Me,2010,149,23,33,120,3,191,9,79,59,1,71,0,18,18,6.6,,,
Miss Me Blind,1984,119,9,75,113,0,28,8,22,16,0,20,0,2,42,22.30088496,,,
Miss Murder,2006,44,2,5,44,0,60,1,27,8,5,32,0,6,1,0.363636364,,,
Miss Sun,1981,52,6,12,49,1,60,6,31,16,0,25,0,6,11,5.836734694,,,
Miss You,2003,127,21,31,113,1,77,7,39,48,1,26,0,8,11,5.451327434,,,
Miss You In A Heartbeat,1994,28,2,18,30,0,45,8,19,30,3,28,0,1,0,0,,,
Miss You Like Crazy,1989,65,14,20,70,1,42,3,36,40,0,31,0,5,3,1.542857143,,,
Miss You Much,1989,77,7,11,120,0,84,7,33,75,0,32,0,5,3,1.35,,,
Missed Opportunity,1988,36,3,7,19,0,24,2,14,12,0,18,0,7,-4,-5.894736842,,,
Missing,1996,60,19,9,49,1,66,4,36,23,1,43,0,2,1,0.265306122,,,
Missing You,1996,83,11,15,52,0,73,12,44,31,0,36,0,9,13,7.5,,,
Missing You,1996,83,11,15,52,0,73,12,44,31,0,36,0,9,13,7.5,,,
Missing You,2001,40,7,13,40,0,73,2,61,14,0,54,0,1,7,4.025,,,
Missing You,1982,33,2,7,39,0,42,2,39,22,0,25,0,1,12,7.076923077,,,
Missing You,1985,74,4,11,47,0,31,7,13,32,0,19,0,11,12,7.659574468,,,
Missing You,1984,59,13,9,50,0,44,4,29,12,0,34,0,7,10,5,,,
Missing You Now,1992,69,10,15,83,0,35,6,22,33,1,22,0,8,10,5.060240964,,,
Missionary Man,1986,50,7,21,30,1,83,2,39,12,7,46,0,1,5,2.166666667,,,
Mississippi Girl,2005,32,7,13,30,0,75,2,31,28,0,35,0,2,13,5.633333333,,,
Missunderstanding,1990,97,8,16,90,0,76,9,32,38,1,30,0,11,25,13.05555556,,,
Mistake No. 3,1985,42,5,9,28,9,97,4,20,2,0,16,0,6,1,0.571428571,,,
Mister Sandman,1981,31,3,13,21,1,57,3,17,13,0,14,0,0,4,1.523809524,,,
Mistletoe,2011,48,9,20,44,1,88,1,55,6,2,45,0,0,11,6.5,,,
Mistrusted Love,1980,36,1,8,33,0,28,5,8,15,0,17,0,2,8,3.393939394,,,
Misunderstanding,1980,56,3,6,24,0,36,4,18,19,1,46,0,2,1,0.416666667,,,
Mixed Emotions,1989,25,6,18,14,10,47,1,16,20,0,29,0,0,2,0.285714286,,,
Mmm Mmm Mmm Mmm,1994,28,8,6,17,1,20,2,12,16,23,24,0,7,0,0,,,
Mmm Yeah,2014,79,16,15,54,3,63,2,37,17,18,45,0,10,1,0.333333333,,,
Mmmbop,1997,99,17,7,69,4,77,4,23,31,30,72,0,10,14,6.086956522,,,
Mo Money Mo Problems,1997,82,8,34,65,3,134,10,55,42,0,56,0,9,13,6.4,,,
Mo Money Mo Problems,1997,82,8,34,65,3,134,10,55,42,0,56,0,9,13,6.4,,,
Mockingbird,2005,193,48,41,137,7,169,32,86,92,3,90,0,17,-7,-11.54744526,,,
Modern Day Delilah,1984,31,2,17,37,0,77,4,31,7,3,43,0,3,0,0,,,
Modern Girl,1981,62,7,15,36,0,56,38,28,10,0,32,0,8,1,0.083333333,,,
Modern Love,1983,55,19,31,32,0,115,7,43,14,0,20,0,2,17,9.03125,,,
Modern Woman,1986,59,15,35,38,1,61,8,34,20,0,35,0,5,0,0,,,
Moment 4 Life,2011,101,13,27,78,16,147,11,52,47,0,77,0,7,6,2.153846154,,,
Moment 4 Life,2011,101,13,27,78,16,147,11,52,47,0,77,0,7,6,2.153846154,,,
Money,1980,51,4,5,44,0,30,1,7,10,0,5,0,28,4,0.545454545,,,
Money Changes Everything,1985,35,6,5,33,1,58,0,13,15,1,22,0,6,-4,-6.303030303,,,
Money Don't Matter 2 Night,1992,64,15,22,51,2,89,5,30,50,0,42,0,16,-2,-3.37254902,,,
Money For Nothing,1985,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Money In The Bank,2006,128,5,26,114,5,225,4,65,14,0,71,1,36,10,4.561403509,,,
Money Maker,2006,150,18,33,155,1,163,25,88,28,0,71,0,7,16,6.709677419,,,
Money To Blow,2010,114,19,23,90,5,140,21,68,20,51,69,0,7,7,1.944444444,,,
Money$ Too Tight (To Mention),1986,32,2,17,21,0,74,15,12,16,4,26,0,5,3,1.142857143,,,
Money, Power & Respect,1998,141,59,37,101,13,316,22,116,48,2,116,0,21,9,4.811881188,,
Money, Power & Respect,1998,141,59,37,101,13,316,22,116,48,2,116,0,21,9,4.811881188,,
Moneytalks,1991,35,1,11,16,0,42,2,25,10,0,32,0,3,1,0.5,,,
Monkey,1988,101,12,3,104,1,83,9,40,51,0,43,0,27,13,7,,,
Monster,2010,140,23,61,95,5,260,13,82,50,1,102,0,14,22,9.031578947,,,
Monster,2011,53,17,20,33,1,42,0,25,32,0,26,0,5,-6,-7.818181818,,,
Mony Mony,1987,90,7,17,67,0,214,0,75,32,0,31,0,0,6,1.701492537,,,
Moonlighting (Theme),1987,7,2,5,3,1,20,0,6,2,0,7,0,2,0,0,,,
More,2011,59,5,8,49,2,57,6,32,25,0,60,0,3,1,0.204081633,,,
More & More,2003,89,0,30,57,0,84,36,43,54,2,65,0,4,8,4.210526316,,,
More And More,1993,24,18,8,16,0,8,2,6,18,0,8,0,2,-14,-15.75,,,
More Love,1980,54,18,17,33,3,46,8,21,27,5,28,0,2,5,1.96969697,,,
More Than A Woman,2002,47,1,38,40,0,80,1,63,31,0,45,0,0,4,1.4,,,
More Than Ever,1991,56,9,15,48,0,67,4,40,42,0,19,0,2,6,1.375,,,
More Than I Can Say,1980,54,0,9,56,0,27,2,13,21,9,20,0,4,6,3.107142857,,,
More Than Just The Two Of Us,1982,51,20,16,38,8,24,9,39,29,0,24,0,2,-8,-9.894736842,,,
More Than That,2001,56,3,6,52,0,32,7,28,35,1,35,0,8,4,1.923076923,,,
More Than This,1997,30,0,10,10,3,29,0,23,4,0,36,0,6,3,1.5,,,
More Than Words,1991,59,5,11,46,2,24,13,28,26,0,20,0,7,10,5.434782609,,,
More Than Words,2005,69,4,7,57,0,17,12,19,25,2,17,0,4,6,3.052631579,,,
More Than Words Can Say,1990,33,2,3,38,3,12,3,22,19,1,11,0,0,4,1.894736842,,,
More Than You Know,1989,84,4,30,90,0,47,10,45,35,0,28,0,7,8,4.088888889,,,
Mornin',1983,43,10,24,40,0,66,1,20,17,0,10,0,0,10,4,,,
Morning Train,1981,40,9,15,38,6,41,9,22,20,0,25,0,3,5,1.447368421,,,
Most Girls,2000,92,9,37,48,0,141,4,52,22,16,78,0,3,12,3.5,,,
Mother,1994,53,6,3,49,0,52,10,26,12,0,11,0,8,11,6.959183673,,,
Mother's Pride,1991,27,5,1,15,0,57,2,19,5,1,31,0,0,0,0,,,
Mothers Talk,1986,50,4,7,42,0,79,8,34,12,0,69,0,22,-10,-15.71428571,,,
Motivation,2011,72,14,12,57,0,63,1,31,34,2,38,0,9,9,2.684210526,,,
Motortown,1987,37,4,8,7,0,55,3,27,6,0,31,0,2,-1,-1.857142857,,,
Motownphilly,1991,67,11,45,39,4,147,6,28,46,0,37,2,16,-11,-15.51282051,,,
Mountains,1986,23,0,3,21,1,46,3,31,17,0,27,0,0,3,1.714285714,,,
Mouth,1996,86,13,13,97,0,25,14,20,37,0,35,0,10,9,3.154639175,,,
Move Along,2006,84,6,10,33,0,28,13,35,40,0,14,0,15,-1,-1.606060606,,,
Move Any Mountain,1992,87,7,15,35,3,63,4,19,18,2,52,0,4,5,1.428571429,,,
Move Away,1986,86,1,5,63,0,59,5,16,34,5,17,0,6,11,4.714285714,,,
Move B***h,2002,86,12,23,46,3,127,6,54,21,1,66,0,4,2,0.956521739,,,
Move That Doh,2014,141,17,50,100,10,472,15,147,23,0,109,0,38,15,7.2,,,
Move This,1992,135,13,18,76,2,163,11,66,22,4,61,0,17,19,9.75,,,
Move Ya Body,2004,12,0,0,4,0,13,0,0,3,0,6,0,0,0,0,,,
Moves Like Jagger,2011,68,14,13,49,0,56,6,35,16,0,30,0,3,10,5.510204082,,,
Movin On,1998,97,20,22,64,6,107,11,54,21,3,50,0,11,10,4.0625,,,
Movin' On,1998,97,20,22,64,6,107,11,54,21,3,50,0,11,10,4.0625,,,
Moving On Up,1994,67,2,24,37,0,56,5,48,14,0,28,0,6,14,9.459459459,,,
Mr. Brightside,2005,60,17,14,42,0,52,2,27,34,0,36,0,2,14,4.666666667,,,
Mr. Know It All,2011,67,8,5,67,0,41,8,29,33,2,26,0,7,15,9.179104478,,,
Mr. Loverman,1992,133,12,22,118,14,189,11,72,16,0,74,3,3,20,11.52542373,,,
Mr. Mom,2004,36,9,24,20,9,110,3,28,18,1,35,0,5,6,2.7,,,
Mr. Personality,1995,42,4,23,49,1,57,2,19,23,0,24,1,4,2,0.979591837,,,
Mr. Roboto,1983,60,3,13,36,0,137,11,22,24,1,29,0,7,4,2.222222222,,,
Mr. Saxobeat,2011,78,0,14,79,0,73,2,20,18,9,29,0,0,50,32.91139241,,,
Mr. Telephone Man,1985,59,3,16,71,3,128,2,22,20,0,56,0,10,30,14.78873239,,,
Mr. Vain,1994,84,14,9,70,3,81,11,27,21,1,26,0,11,11,3.928571429,,,
Mr. Wendal,1993,55,11,17,40,3,75,10,31,28,0,31,0,3,-8,-12.2,,,
Mrs. Officer,2008,117,22,10,116,0,281,7,60,14,5,130,0,10,2,0.689655172,,,
Mrs. Steven Rudy,2001,55,6,7,63,5,88,12,36,9,1,20,0,7,7,2.555555556,,,
Ms. Jackson,2001,126,20,52,98,14,198,18,79,35,0,92,0,6,8,1.795918367,,,
Ms. New Booty,2006,169,26,21,155,9,212,11,53,103,0,45,0,19,12,2.090322581,,,
Mud On The Tires,2005,43,8,22,16,3,68,7,34,20,0,52,0,4,-4,-6.25,,,
Murphy's Law,1982,73,4,22,50,0,69,15,25,18,0,26,0,3,2,0.76,,,
Muscles,1982,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Music,2001,62,7,18,59,3,146,9,62,31,0,56,0,5,33,20.13559322,,,
Music,2000,74,7,5,36,0,66,14,15,10,5,18,0,2,9,5,,,
Music Of My Heart,1999,79,4,8,76,1,69,11,46,21,0,30,0,8,50,36.18421053,,,
Music Time,1984,64,9,6,63,0,42,4,22,26,0,28,0,2,10,1.904761905,,,
Must Be Doin' Somethin' Right,2005,59,5,15,29,0,44,5,13,21,6,29,0,9,3,0.827586207,,,
Must Be Nice,2005,91,9,29,25,0,66,8,22,36,0,35,0,21,0,0,,,
My All,1998,30,7,10,47,3,38,10,31,13,0,21,0,0,16,10.89361702,,,
My Baby,2004,131,37,25,139,2,116,17,62,52,9,78,0,7,14,7.956834532,,,
My Baby,2001,124,7,22,106,3,158,6,46,26,12,64,0,14,24,11.09433962,,,
My Baby Daddy,1997,95,18,19,82,6,157,8,33,34,2,47,0,19,14,4.43902439,,,
My Baby's Got A Smile On Her Face,2015,35,1,8,39,0,36,2,21,11,2,19,0,1,0,0,,,
My Band,2004,166,31,53,144,5,254,23,101,43,2,121,0,15,28,14.58333333,,,
My Best Friend,2000,58,6,17,60,0,45,4,35,32,4,24,0,7,15,9.75,,,
My Body,1997,49,1,13,144,3,183,3,83,33,0,47,0,5,22,6.722222222,,,
My Body Says Yes,1991,129,20,10,102,6,104,20,34,41,0,56,20,7,23,7.892156863,,,
My Boo,1996,69,2,7,80,0,62,12,31,12,1,26,0,1,17,8.5,,,
My Boo,2004,105,24,21,123,3,85,15,49,36,5,53,0,17,11,6.43902439,,,
My Brave Face,1989,50,2,23,46,1,42,8,17,25,0,28,0,5,16,7.304347826,,,
My Chick Bad,2010,76,14,47,124,0,173,4,82,46,0,59,0,5,31,15.5,,,
My Drink N' My 2 Step,2007,104,30,25,124,34,175,1,75,52,0,59,0,0,76,53.93548387,,,
My Ever Changing Moods,1984,47,13,10,19,1,69,7,24,15,0,54,0,2,0,0,,,
My Everything,2001,61,3,11,59,1,76,5,28,28,3,39,0,5,16,7.050847458,,,
My Eyes,2014,75,4,28,44,1,72,11,18,30,0,57,0,2,3,1.5,,,
My Favorite Girl,1999,61,7,18,66,0,59,6,29,26,0,34,0,8,25,16.28787879,,,
My Favorite Mistake,1998,50,3,16,44,2,34,5,23,19,0,21,0,6,10,5.909090909,,,
My First Kiss,2010,76,12,25,92,0,81,2,53,16,0,52,0,0,17,5.72826087,,,
My First Love,2000,43,6,27,47,0,45,1,28,31,13,17,0,1,9,3.446808511,,,
My First Night With You,1999,33,3,28,38,9,65,0,23,10,1,18,0,2,14,7,,,
My Front Porch Looking In,2003,63,12,26,35,1,89,7,51,26,0,51,0,8,12,5.142857143,,,
My Girl,1981,44,2,2,35,0,34,9,19,21,0,35,1,0,7,1.6,,,
My Girl,1982,69,10,13,61,0,71,5,28,10,3,34,0,4,34,23.40983607,,,
My Girl,1988,27,1,7,24,1,45,0,10,9,2,21,0,4,12,6,,,
My Guy,1982,42,3,7,44,0,66,9,27,24,0,39,0,6,25,19.31818182,,,
My Happy Ending,2004,96,10,30,76,1,62,14,41,40,0,39,0,1,8,4.421052632,,,
My Heart Belongs To You,1991,41,20,1,27,0,27,9,17,16,0,18,0,2,1,0.666666667,,,
My Heart Can't Tell You No,1989,72,5,11,79,3,46,8,33,28,0,29,0,13,13,5.924050633,,,
My Heart Is Failing Me,1991,83,0,4,61,0,36,7,26,17,2,16,0,15,20,8.196721311,,,
My Heart Is Lost To You,2002,37,2,4,38,0,41,9,19,8,2,12,1,1,9,4.736842105,,,
My Heart Skips A Beat,1989,90,5,13,80,1,97,13,37,23,5,46,0,15,3,1.65,,,
My Heart Will Go On,1998,36,12,3,31,2,27,2,24,12,0,19,0,4,7,4.290322581,,,
My Heroes Have Always Been Cowboys,1980,32,11,13,23,3,52,1,32,15,0,18,0,2,4,2.260869565,,,
My Hiita,2014,79,14,13,102,2,157,6,57,21,0,56,0,4,50,30.88235294,,,
My Hitta,2013,113,17,15,144,2,236,6,90,25,0,49,0,6,80,51.66666667,,,
My Hometown,1986,43,8,15,29,4,64,4,25,10,0,35,0,0,1,0.448275862,,,
My Homies Still,2012,95,13,42,77,3,171,3,45,34,1,32,1,2,20,7.792207792,,,
My Humps,2005,115,12,24,143,0,159,2,64,24,0,73,0,9,60,40.6993007,,,
My Immortal,2004,45,9,8,44,0,42,5,31,30,0,25,0,7,9,3.886363636,,,
My Kind Of Lady,1983,62,13,21,54,1,66,2,38,39,2,40,0,6,2,1.222222222,,,
My Kinda Girl,1990,84,15,18,87,5,128,13,51,42,5,45,0,8,33,19.72413793,,,
My Kinda Lover,1982,36,5,5,45,1,39,1,15,9,0,21,0,4,11,5.866666667,,,
My Kinda Party,2010,47,14,26,26,3,104,1,44,11,1,64,0,3,4,2.307692308,,,
My Last,2011,77,12,26,77,4,122,7,75,29,0,66,0,8,14,6,,,
My Life,2012,119,13,31,82,6,137,16,71,48,1,68,0,8,15,4.756097561,,,
My Life,2008,92,24,30,77,1,173,4,69,34,0,65,0,10,28,15.63636364,,,
My Life Would Suck Without You,2009,46,8,7,40,0,34,1,18,26,10,21,0,1,2,1.2,,,
My List,2002,49,5,22,28,2,90,8,45,11,0,51,0,3,14,7,,,
My Little Girl,2006,49,13,24,52,0,48,4,30,23,2,28,0,3,10,5.384615385,,,
My Little Secret,1998,126,26,26,128,2,71,3,71,37,0,53,0,14,8,3.6875,,,
My Love,2006,147,9,22,147,2,142,11,53,74,0,76,0,15,17,7.401360544,,,
My Love,1983,27,5,9,29,0,32,1,12,15,2,13,0,2,10,5.862068966,,,
My Love Is A Fire,1990,58,5,16,33,1,95,11,40,14,146,38,0,0,6,2.181818182,,,
My Love Is For Real,1995,65,3,17,67,0,37,4,30,11,4,13,0,10,9,3.626865672,,,
My Love Is Like... Wo,2003,66,5,7,51,0,48,3,23,16,1,33,0,4,5,2.352941176,,,
My Love Is The Shhh!,1997,96,7,23,55,1,137,5,36,38,5,69,0,4,19,12.78181818,,,
My Love Is Your Love,2000,64,24,12,94,0,135,9,77,35,2,50,0,3,2,0.85106383,,,
My Love is The Shhh!,1997,96,7,23,55,1,137,5,36,38,5,69,0,4,19,12.78181818,,,
My Lovin' (You're Never Gonna Get It),1992,175,7,37,108,0,93,10,19,142,1,45,0,7,2,0.425925926,,,
My Lovin' (You're Never Gonna Get It),1992,95,5,14,62,0,44,5,11,61,0,28,0,5,2,0.709677419,,,
My Mother's Eyes,1981,26,3,4,27,0,27,1,20,11,0,16,0,2,14,7.259259259,,,
My Name Is,1999,128,16,30,104,6,200,15,62,35,1,53,0,10,38,16.44230769,,,
My Name Is Not Susan,1991,78,3,14,68,3,58,6,30,47,1,33,0,4,9,4.102941176,,,
My Name Is Prince,1992,200,29,38,123,9,220,30,74,39,1,102,0,14,13,3.593495935,,,
My Neck, My Back,2002,56,4,20,83,0,95,3,39,58,1,65,0,5,32,17.73493976,,
My Next Thirty Years,2000,27,6,23,20,10,48,2,27,14,1,23,0,2,13,8.45,,,
My Place,2004,134,29,23,159,9,94,6,96,66,3,60,0,12,-2,-3.232704403,,,
My Prayer,1980,25,6,3,18,0,33,3,16,11,0,14,0,3,3,2,,,
My Prerogative,1989,80,7,16,73,1,107,6,45,25,0,34,1,5,11,3.767123288,,,
My Sacrifice,2002,34,2,14,31,0,42,10,22,14,6,19,0,6,4,2.064516129,,,
My Side Of The Bed,1991,40,4,8,40,0,80,3,43,3,0,29,0,2,14,7.35,,,
My Songs Know What You Did In The Dark,2013,26,1,6,20,0,42,3,24,15,0,23,0,3,3,1.65,,,
My Toot Toot,1985,19,1,4,28,0,61,0,17,7,0,14,0,1,11,7.071428571,,,
My Town,1983,24,8,7,11,0,39,1,9,7,0,16,0,2,4,1.454545455,,,
My Town,2002,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,,,
My Way,2015,81,18,18,87,2,101,5,30,20,0,52,0,11,18,9.103448276,,,
My Way,1998,93,13,9,105,0,55,12,21,10,2,25,0,14,20,6.857142857,,,
My Wish,2006,81,18,20,69,1,58,13,38,25,0,34,0,6,4,1.855072464,,,
My, My, My,1990,98,8,49,98,2,63,11,28,42,2,62,0,5,17,8.153061224,
My, Oh My,1984,38,2,3,46,1,25,8,10,14,20,31,0,0,28,20.08695652,,
Mysterious Ways,1992,49,2,11,39,1,55,7,40,16,0,39,0,5,4,1.435897436,,,
Mystery Lady,1985,57,5,17,41,0,37,11,13,13,3,29,0,5,6,2.487804878,,,
Na Na,2014,64,1,14,43,1,64,31,27,13,12,27,0,6,1,0.558139535,,,
Nail It To The Wall,1986,38,2,12,30,1,44,13,27,20,1,30,0,2,0,0,,,
Naked,2005,121,7,29,74,0,95,7,32,66,3,52,0,3,-4,-6.054054054,,,
Naked Eye,1997,89,9,18,87,0,40,9,31,18,1,48,0,0,19,5.022988506,,,
Name,1996,47,11,5,41,2,29,5,15,20,0,28,0,3,0,0,,,
Nappy Heads,1994,165,17,46,80,13,345,22,80,29,0,108,0,18,6,2.025,,,
Nasty,2015,35,4,25,35,2,95,1,29,13,1,23,0,2,19,13.02857143,,,
Nasty,1986,39,1,41,36,1,75,4,17,20,20,27,0,0,9,5.5,,,
Nasty Freestyle,2015,68,4,16,64,1,87,5,41,33,0,40,0,3,7,2.40625,,,
Nasty Girl,2006,124,26,30,117,4,213,15,77,34,1,62,0,12,17,7.264957265,,,
Natural One,1996,34,5,24,31,9,32,0,24,8,0,33,0,20,-3,-5.322580645,,,
Naturally,2010,60,15,4,63,0,44,8,9,40,0,14,0,12,10,4.920634921,,,
Naughty Girl,2004,38,2,9,43,0,41,5,13,19,0,13,0,1,13,6.953488372,,,
Naughty Girls (Need Love Too),1988,63,8,25,33,1,38,4,15,49,0,19,0,5,9,4.636363636,,,
Naughty Naughty,1985,55,14,39,29,0,60,5,17,6,0,42,0,0,11,6.448275862,,,
Need A Little Taste Of Love,1989,32,4,7,12,0,34,5,14,15,3,22,0,5,2,1.166666667,,,
Need U Bad,2008,112,7,29,129,3,91,9,41,25,11,54,2,9,8,3.348837209,,,
Need You Now,2010,47,16,6,45,3,22,0,24,22,1,29,0,3,2,0.622222222,,,
Need You Tonight,1988,68,4,7,46,3,45,8,11,15,1,18,0,6,12,6.782608696,,,
Need Your Loving Tonight,1980,4,0,0,2,0,5,1,2,1,0,3,0,0,-1,-1.5,,,
Needles And Pins,1986,48,19,5,41,1,36,6,13,14,0,18,0,4,7,1.195121951,,,
Neighbors Know My Name,2010,107,9,7,104,0,107,0,32,25,0,51,0,3,19,11.875,,,
Neon Light,2014,46,9,19,31,1,80,1,44,27,0,54,0,4,5,1.774193548,,,
Neon Lights,2014,27,0,5,10,0,47,0,27,17,0,17,0,1,3,1.2,,,
Neutron Dance,1985,52,12,19,20,0,98,15,21,44,4,38,0,3,4,0.8,,,
Never,1985,65,4,2,51,6,25,4,15,66,3,20,0,3,1,0.588235294,,,
Never A Time,1993,48,5,11,29,0,25,10,22,20,5,27,0,6,-8,-11.5862069,,,
Never Again,2007,84,11,7,91,0,32,16,19,49,1,32,0,11,8,2.901098901,,,
Never Alone (Eeyore's Lullaby),1995,20,4,6,12,0,33,3,15,7,0,11,0,0,0,0,,,
Never As Good As The First Time,1986,50,5,41,35,1,50,14,22,33,0,34,0,5,-11,-16.02857143,,,
Never Be The Same,1980,41,9,10,33,2,25,3,23,30,0,21,0,1,3,1.909090909,,,
Never Been In Love,1982,71,6,14,52,0,37,5,36,16,0,11,0,6,10,4.423076923,,,
Never Ending Story,1985,26,3,1,9,0,29,3,15,9,0,32,0,3,0,0,,,
Never Ever,1998,192,7,54,126,0,130,40,65,118,2,76,0,9,43,20.13492063,,,
Never Give Up,1983,63,13,8,40,0,53,7,24,32,0,49,0,5,4,1.1,,,
Never Gonna Give You Up,1988,124,19,11,60,0,39,4,15,60,6,28,0,6,0,0,,,
Never Gonna Let You Down,1991,37,4,5,32,0,28,5,19,24,0,14,0,2,4,2.25,,,
Never Gonna Let You Go,1999,68,4,17,80,5,32,14,28,27,17,25,0,5,9,4.725,,,
Never Gonna Let You Go,1983,99,13,11,69,0,61,9,39,46,0,33,0,2,8,3.942028986,,,
Never Had A Dream Come True,2001,73,13,6,55,1,62,10,36,35,3,52,0,6,13,5.2,,,
Never Keeping Secrets,1994,114,22,6,110,1,72,21,61,68,0,52,0,3,7,2.736363636,,,
Never Knew Love Like This,1988,111,23,11,64,0,120,5,52,67,1,52,0,5,8,3.25,,,
Never Knew Love Like This Before,1980,31,4,6,38,1,38,0,32,34,0,19,0,6,12,5.684210526,,,
Never Leave Me Alone,1996,155,16,33,137,5,80,16,33,130,0,41,0,8,89,64.31386861,,,
Never Leave You - Uh Ooh, Uh Oooh!,2003,59,6,7,48,2,30,13,24,25,21,27,0,4,11,7.333333333,,
Never Let Me Down,1987,49,2,8,44,0,32,1,18,11,2,19,0,6,12,4.636363636,,,
Never Let You Go,2010,94,12,20,64,1,72,11,36,40,18,55,0,9,8,5.375,,,
Never Let You Go,2000,66,13,22,46,0,69,8,37,33,0,46,0,1,0,0,,,
Never Lie,1994,51,5,4,50,0,35,6,32,45,2,40,0,4,9,5.04,,,
