@relation lyrics383.small

@attribute song string
@attribute numWords numeric
@attribute distinctWRatio numeric
@attribute word_1 string
@attribute word_2 string
@attribute word_3 string
@attribute word_4 string
@attribute word_5 string
@attribute word_6 string
@attribute word_7 string
@attribute word_8 string
@attribute word_9 string
@attribute word_10 string
@attribute phrase2_1 string
@attribute phrase2_2 string
@attribute phrase2_3 string
@attribute phrase2_4 string
@attribute phrase2_5 string
@attribute phrase2_6 string
@attribute phrase2_7 string
@attribute phrase2_8 string
@attribute phrase2_9 string
@attribute phrase2_10 string
@attribute phrase3_1 string
@attribute phrase3_2 string
@attribute phrase3_3 string
@attribute phrase3_4 string
@attribute phrase3_5 string
@attribute phrase3_6 string
@attribute phrase3_7 string
@attribute phrase3_8 string
@attribute phrase3_9 string
@attribute phrase3_10 string
@attribute pos_verb numeric
@attribute pos_conj numeric
@attribute pos_adj numeric
@attribute pos_pronoun numeric
@attribute pos_number numeric
@attribute pos_noun numeric
@attribute pos_to numeric
@attribute pos_prep numeric
@attribute pos_adv numeric
@attribute pos_interj numeric
@attribute pos_other numeric
@attribute pos_foreign numeric
@attribute pos_wh numeric
@attribute narcScore numeric
@attribute period {early1980s,mid1980s,late1980s,early1990s,mid1990s,late1990s,early2000s,mid2000s,late2000s,early2010s,mid2010s}
@attribute rank {top10,top20,top30,top40,top50,notTop}

@data
"Crooked Smile",757.0,0.3289299867899604,"my","you","way","on","the","i","that","to","down","and","my way","on my","way on","way down","i'm on","crooked smile","like the","you know","back 'round","i got","on my way","my way on","way on my","i'm on my","my way down","the one that","one that was","that was trying","was trying to","trying to keep",137,26,37,136,2,159,14,107,48,0,73,0,18,1018.7433523734489,early2010s,top30
"Cross My Broken Heart",450.0,0.23555555555555555,"my","you","to","i","cross","broken","heart","i'm","boy","for","cross my","my broken","broken heart","heart boy","this time","you're my","for you","you i","to stay","you to","cross my broken","my broken heart","broken heart boy","heart boy cross","boy cross my","broken heart for","heart for you","for you i'm","you i'm going","i'm going to",97,4,10,103,2,120,24,40,19,0,24,0,7,1040.516434068084,late1980s,top10
"Crossover",497.0,0.5412474849094567,"the","to","a","i","you","so","and","crossover","me","get","the crossover","crossover the","the hardcore","to the","let's get","for the","so i","to go","what the","wit the","the crossover the","crossover the crossover","my background sing","so i can","help me rhonda","keep the crossover","the house let's","house let's get","let's get up","get up let's",88,13,33,41,3,157,15,46,21,0,68,0,12,1044.8161300813008,early1990s,top50
"Cruel Summer",309.0,0.24271844660194175,"cruel","it's","summer","a","me","you're","now","on","the","leaving","it's a","a cruel","cruel summer","cruel cruel","leaving me","summer it's","not the","the only","only one","you're not","it's a cruel","cruel cruel summer","a cruel cruel","cruel summer it's","summer it's a","the only one","you're not the","not the only","cruel summer cruel","leaving me here",44,6,46,34,5,47,2,34,50,0,40,0,1,1055.0606139269257,late1990s,top10
"Cruel Summer",199.0,0.33668341708542715,"cruel","it's","summer","a","my","on","own","the","leaving","me","it's a","a cruel","cruel cruel","cruel summer","on my","my own","own it's","summer leaving","leaving me","me here","it's a cruel","a cruel cruel","cruel cruel summer","on my own","my own it's","cruel summer leaving","summer leaving me","leaving me here","me here on","here on my",35,5,27,20,3,30,3,18,35,0,22,0,1,1061.7356925270594,mid1980s,top10
"Cruise",346.0,0.3901734104046243,"you","and","a","my","down","the","in","i","with","baby","windows down","down and","and cruise","song you","you make","make me","me wanna","wanna roll","roll my","my windows","windows down and","down and cruise","a song you","song you make","you make me","make me wanna","me wanna roll","wanna roll my","roll my windows","my windows down",59,17,10,61,0,96,1,39,23,1,37,0,2,1070.2826339573917,early2010s,top50
"Cruise",308.0,0.44805194805194803,"and","you","a","","my","down","the","i","in","baby","windows down","down and","and cruise","song you","you make","make me","me wanna","wanna roll","roll my","my windows","windows down and","down and cruise","a song you","song you make","you make me","make me wanna","me wanna roll","wanna roll my","roll my windows","my windows down",58,16,8,53,0,77,1,35,24,2,32,0,2,1077.4093160908446,early2010s,top20
"Cruise (Remix)",308.0,0.44805194805194803,"and","you","a","","my","down","the","i","in","baby","windows down","down and","and cruise","song you","you make","make me","me wanna","wanna roll","roll my","my windows","windows down and","down and cruise","a song you","song you make","you make me","make me wanna","me wanna roll","wanna roll my","roll my windows","my windows down",58,16,8,53,0,77,1,35,24,2,32,0,2,1084.5396255450114,early2010s,top10
"Cruisin'",263.0,0.3269961977186312,"love","it","i","you","and","cruisin","is","the","baby","music","i love","love it","the music","for love","it when","when we're","we're cruisin","cruisin together","it i","together the","i love it","love it when","it when we're","when we're cruisin","we're cruisin together","love it i","it i love","cruisin together the","together the music","the music is",63,9,7,41,1,68,2,19,26,0,20,0,7,1085.0326789026028,early1980s,top10
"Cruising For Bruising",295.0,0.26440677966101694,"we","time","so","i","now","to","for","'cause","don't","baby","time to","so long","a second","second chance","chance baby","baby but","but now","now we","we need","need time","a second chance","second chance baby","chance baby but","baby but now","but now we","now we need","we need time","need time time","time time to","time to learn",74,6,23,47,0,44,9,18,40,1,27,0,6,1079.7582249426166,early1990s,top30
"Crumblin' Down",370.0,0.35405405405405405,"the","when","walls","tumblin","come","crumblin","you","down","my","to","when the","the walls","walls come","come tumblin","tumblin down","yeah yeah","down when","tumblin tumblin","come crumblin","crumblin crumblin","when the walls","the walls come","walls come tumblin","tumblin down when","down when the","yeah yeah yeah","come tumblin down","come tumblin tumblin","walls come crumblin","come crumblin crumblin",79,9,20,39,0,90,8,23,23,1,56,0,22,1087.7073713667874,early1980s,top10
"Crush",352.0,0.3153409090909091,"i","you","the","going","just","do","this","all","away-ay-ay","ever","going away-ay-ay","do you","ever think","that we","this crush","crush ain't","ain't going","away-ay-ay going","all alone","alone all","this crush ain't","crush ain't going","ain't going away-ay-ay","going away-ay-ay going","when you're all","you're all alone","all alone all","alone all that","all that we","be where this",92,11,9,58,0,47,5,25,45,0,46,0,14,1085.6396933020721,late2000s,top10
"Crush",312.0,0.3076923076923077,"la","not","i","like","a","every","thing","it's","you","sha","la la","not like","sha la","it's just","i do","like i","i faint","faint every","every time","time we","sha la la","la la la","not like i","like i faint","i faint every","faint every time","every time we","time we touch","we touch it's","touch it's just",41,5,14,42,0,71,2,37,42,0,38,14,6,1085.5917967515643,late1990s,top10
"Crush On You",306.0,0.30718954248366015,"you","on","a","crush","out","i've","got","found","i","my","crush on","on you","out i've","i've got","got a","a crush","you found","found out","you you","i never","crush on you","found out i've","out i've got","i've got a","got a crush","a crush on","you found out","on you you","you you found","you know 'cause",83,1,3,64,1,49,1,41,19,0,37,0,7,1089.9556240951722,mid1980s,top10
"Cry",247.0,0.42105263157894735,"a","little","i","just","yea","me","cry","for","be","and","a little","just a","for me","little for","yea yea","cry just","cry a","gave now","now i'm","something in","just a little","a little for","little for me","cry just a","cry a little","something in return","in return so","return so cry","so cry just","gave now i'm",44,6,21,36,2,46,2,25,25,2,37,0,1,1093.3993594171952,early2000s,top40
"Cry",172.0,0.2616279069767442,"you","don't","to","know","how","the","cry","me","want","make","you don't","don't know","know how","how to","you make","make me","me want","want to","ease my","my pain","you don't know","know how to","don't know how","you make me","make me want","me want to","how to ease","to ease my","ease my pain","don't know you",59,4,0,38,0,22,15,5,10,0,9,0,10,1098.0723012342587,mid1980s,top20
"Cry",177.0,0.4519774011299435,"cry","you","don't","i","that","please","know","but","a","to","please don't","don't cry","cry please","i know","know that","that you","you are","are not","not a","a child","cry please don't","please don't cry","i know that","know that you","that you are","you are not","are not a","not a child","a child but","child but there's",47,8,6,30,5,31,3,19,10,0,17,0,1,1099.4839597273467,late1980s,top10
"Cry Baby/Piece Of My Heart",321.0,0.34579439252336447,"you","baby","cry","to","come","on","and","the","know","i","cry baby","come on","baby cry","on come","if you","you ever","i know","cry cry","on and","gotta do","cry baby cry","baby cry baby","come on come","on come on","cry cry baby","if you ever","come on and","and cry cry","on and cry","and if you",67,13,8,46,4,79,10,29,33,0,29,0,3,1100.6845419966328,mid2000s,top40
"Cry For Help",287.0,0.3205574912891986,"cry","for","i","help","all","is","need","why","to","the","cry for","for help","i need","all i","need is","to cry","for help?","her cry","don't i","all that","cry for help","i need is","all i need","cry for help?","to cry for","why don't i","all that i","that i need","need is to","is to cry",75,4,8,47,0,48,9,33,15,0,35,0,13,1099.5665257398657,early1990s,top10
"Cry For You",342.0,0.3157894736842105,"i","you","baby","tonight","do","cry","for","me","to","know","for you","cry for","i don't","i will","will cry","don't know","lady i","you tonight","baby i'm","i'm beggin","cry for you","i will cry","will cry for","i don't know","lady i will","for you tonight","baby i'm beggin","help me out","you tonight tonight","i'm beggin baby",70,3,7,65,1,73,9,34,43,1,26,0,10,1108.1170351105332,mid1990s,top20
"Cry Like A Baby",124.0,0.43548387096774194,"a","i","cry","like","baby","you","on","me","love","the","like a","i cry","cry like","a baby","not a","on a","when i","i think","think about","about the","i cry like","cry like a","like a baby","when i think","i think about","think about the","about the good","the good love","good love you","love you gave",22,3,6,24,0,22,2,20,6,0,17,0,2,1110.1001669449083,early1980s,top50
"Cry Me A River",507.0,0.21696252465483234,"me","you","cry","i","a","river","oh","it","don't","the","cry me","me a","a river","me cry","river oh","oh cry","you sad","sad about","don't it","it make","cry me a","me a river","cry me cry","me cry me","a river oh","river oh cry","oh cry me","it make you","make you sad","you sad about",112,13,17,120,0,88,6,35,36,15,58,0,7,1128.873135702449,early2000s,top10
"Cry No More",406.0,0.33251231527093594,"no","more","you","doo","i'll","cry","the","to","your","be","no more","doo doo","cry no","more no","don't have","have to","to cry","you don't","looking for","i'll never","doo doo doo","cry no more","no more no","more no more","have to cry","to cry no","you don't have","don't have to","i'll never leave","no more i'll",65,3,35,46,1,97,12,40,45,2,54,0,6,1129.769018911806,early1990s,top50
"Cry Wolf",123.0,0.4715447154471545,"to","time","worry","now","cry","wolf","you","in","the","your","time to","to worry","worry now","wolf time","cry wolf","now cry","worry cry","but you","you can","is seen","time to worry","to worry now","wolf time to","cry wolf time","worry now cry","now cry wolf","to worry cry","worry cry wolf","cold truth is","truth is seen",26,3,4,9,0,34,12,11,10,0,12,0,2,1129.4475165157817,late1980s,top50
"Crybaby",526.0,0.35551330798479086,"i","and","cry","you","my","me","that","a","on","so","you and","i still","and me","on my","my tippy","tippy toes","toes so","so that","that he","he won't","you and me","on my tippy","my tippy toes","tippy toes so","toes so that","so that he","that he won't","he won't know","won't know i","know i still",93,24,40,97,2,90,9,68,50,2,42,0,9,1140.83745819398,early2000s,top30
"Cryin'",18.0,1.0,"our","agreement","does","not","allow","us","to","display","these","lyrics","i our","licensing agreement","agreement does","does not","not allow","allow us","us to","to display","display these","these lyrics","and i our","our licensing agreement","licensing agreement does","agreement does not","does not allow","not allow us","allow us to","us to display","to display these","display these lyrics",4,0,0,2,0,5,1,2,1,0,3,0,0,1140.3892503192071,early1990s,top20
"Cryin'",226.0,0.35398230088495575,"i","cryin","you","won't","be","gone","my","'cause","and","the","cryin cryin","i won't","won't be","be cryin","and i","cryin when","when i","i think","think about","about you","i won't be","won't be cryin","be cryin cryin","cryin cryin when","cryin when i","when i think","i think about","think about you","about you 'cause","you 'cause i",61,8,3,50,1,39,4,24,5,0,24,0,7,1144.5373098139055,late1980s,top30
"Crying",142.0,0.528169014084507,"crying","you","i","over","and","me","that","so","but","a","crying crying","over you","crying over","a while","for a","i was","you crying","be crying","could smile","smile for","crying over you","crying crying crying","for a while","over you crying","you crying over","cryin cryin i","a while i","while i could","i could smile","could smile for",34,8,8,27,0,18,2,17,14,1,10,0,3,1147.0757080610022,early1980s,top10
"Crying Out For Me",493.0,0.2332657200811359,"me","i","on","in","come","and","for","crying","your","can","for me","on in","come on","i can","can hear","your heart","crying out","out for","in come","hear your","come on in","i can hear","in come on","on in come","crying out for","out for me","can hear your","hear your heart","your heart crying","heart crying out",124,26,13,103,3,79,4,80,11,2,44,0,4,1157.9188669032296,late2000s,top40
